#model	root	verb	class	bab	note	note1	note2	note3
1	سرج	سَرِجَ	v					
1	سرح	سَرَحَ	y					
1	زعج	زَعِجَ	v					
1	قصر	قَصِرَ	v					
1	زلج	زَلِجَ	v					
1	فعم	فَعَمَ	x					
1	سحت	سَحَتَ	x					
1	سكر	سَكِرَ	v					
1	زيل	زَيِلَ	v					
1	زور	زَوِرَ	v					
1	قلص	قَلِصَ	v					
1	ربح	رَبِحَ	y					
1	رهن	رَهَنَ	y					
1	صخر	صَخِرَ	v					
1	غلف	غَلِفَ	v					
1	نفط	نَفِطَ	v					
1	حجز	حَجَزَ	y					
1	برش	بَرِشَ	v					
1	زقف	زَقَفَ	x					
1	سحق	سَحِقَ	v					
1	دله	دَلَهَ	v					
1	خفر	خَفَرَ	x					
1	جبه	جَبَهَ	y					
1	خزن	خَزِنَ	v					
1	خصم	خَصِمَ	v					
1	فلج	فَلِجَ	v					
1	زلع	زَلَعَ	y					
1	سرع	سَرِعَ	v					
1	عطس	عَطَسَ	v					
1	زهد	زَهِدَ	v					
1	سلم	سَلِمَ	v					
1	صفد	صَفَدَ	y					
1	سهد	سَهِدَ	v					
1	رهق	رَهِقَ	v					
1	سمن	سَمِنَ	v					
1	روق	رَوِقَ	v					
1	فرض	فَرَضَ	v					
1	حذق	حَذَقَ	x					
1	يتم	يَتَمَ	v					
1	عذق	عَذَقَ	y					
1	مدح	مَدَحَ	y					
1	نطف	نَطَفَ	y					
1	نمل	نَمِلَ	v					
1	نحل	نَحِلَ	v					
1	سلس	سَلِسَ	v					
1	هدب	هَدَبَ	x					
1	ذبر	ذَبِرَ	v					
1	سكف	سَكِفَ	x					
1	عطف	عَطَفَ	y					
1	زهق	زَهَقَ	v					
1	سنح	سَنَحَ	y					
1	زبن	زَبَنَ	y					
1	قرع	قَرِعَ	v					
1	جنح	جَنَحَ	v					
1	نهل	نَهِلَ	v					
1	عبر	عَبِرَ	v					
1	قرح	قَرَحَ	y					
1	ضرع	ضَرَعَ	v					
1	سبط	سَبِطَ	v					
1	سعد	سَعِدَ	v					
1	عزل	عَزَلَ	y					
1	زرق	زَرِقَ	v					
1	حصب	حَصَبَ	y					
1	شحم	شَحِمَ	v					
1	سفد	سَفَدَ	x					
1	زرف	زَرِفَ	v					
1	عدم	عَدِمَ	x					
1	خزف	خَزَفَ	x					
1	عرق	عَرِقَ	v					
1	ضرط	ضَرَطَ	v					
1	فتق	فَتِقَ	v					
1	قصد	قَصَدَ	y					
1	ضرب	ضَرَبَ	y					
1	ملك	مَلَكَ	y					
1	ضرس	ضَرِسَ	v					
1	سجد	سَجِدَ	v					
1	زلق	زَلَقَ	y					
1	زرع	زَرَعَ	x					
1	هبط	هَبَطَ	yz					
1	ضرس	ضَرَسَ	y					
1	قرب	قَرِبَ	y					
1	شوس	شَوِسَ	v					
1	عثر	عَثَرَ	v					
1	سخن	سَخِنَ	v					
1	زعل	زَعِلَ	v					
1	سخر	سَخَرَ	y					
1	سدر	سَدِرَ	v					
1	زغب	زَغِبَ	v					
1	سحر	سَحَرَ	y					
1	نغل	نَغِلَ	v					
1	ختن	خَتَنَ	y					
1	فخذ	فَخَذَ	y					
1	صدف	صَدِفَ	v					
1	جهم	جَهِمَ	y					
1	برع	بَرِعَ	v					
1	سطع	سَطَعَ	x					
1	زمر	زَمَرَ	v					
1	عجن	عَجِنَ	v					
1	نطح	نَطَحَ	y					
1	كلح	كَلَحَ	v					
1	لدغ	لَدَغَ	y					
1	زبل	زَبَلَ	x					
1	جلد	جَلَدَ	y					
1	سفن	سَفَنَ	x					
1	سفح	سَفَحَ	x					
1	سعف	سَعَفَ	y					
1	دعر	دَعِرَ	v					
1	زمج	زَمِجَ	v					
1	زخر	زَخَرَ	y					
1	صرع	صَرَعَ	y					
1	فرج	فَرَجَ	x					
1	فدغ	فَدَغَ	x					
1	غلف	غَلَفَ	x					
1	فرج	فَرِجَ	v					
1	صبر	صَبَرَ	y					
1	فدع	فَدِعَ	v					
1	لعج	لَعَجَ	y					
1	غمز	غَمَزَ	y					
1	فصح	فَصَحَ	y					
1	جلس	جَلَسَ	v					
1	هضب	هَضَبَ	y					
1	رشح	رَشِحَ	v					
1	عته	عَتِهَ	v					
1	مغط	مَغَطَ	x					
1	فتن	فَتَنَ	x					
1	ظلع	ظَلَعَ	v					
1	قدر	قَدَرَ	y					
1	قحط	قَحَطَ	v					
1	رحب	رَحِبَ	v					
1	عمل	عَمِلَ	x					
1	فحص	فَحَصَ	y					
1	درع	دَرَعَ	x					
1	دهر	دَهَرَ	y					
1	قلع	قَلَعَ	y					
1	لقف	لَقِفَ	x					
1	كرع	كَرِعَ	v					
1	قمص	قَمَصَ	v					
1	عوز	عَوِزَ	v					
1	صهر	صَهَرَ	y					
1	فطح	فَطَحَ	y					
1	فطر	فَطَرَ	y					
1	شرب	شَرِبَ	x					
1	ضجع	ضَجَعَ	v					
1	غفق	غَفَقَ	v					
1	فصل	فَصَلَ	y					
1	فرح	فَرِحَ	v					
1	فرس	فَرَسَ	y					
1	غمق	غَمِقَ	v					
1	عبث	عَبَثَ	x					
1	قمط	قَمَطَ	y					
1	لثم	لَثَمَ	y					
1	زمر	زَمِرَ	v					
1	سرح	سَرِحَ	v					
1	فتل	فَتِلَ	v					
1	لثغ	لَثِغَ	v					
1	فزع	فَزِعَ	y					
1	فسح	فَسَحَ	x					
1	فسخ	فَسَخَ	x					
1	شرم	شَرِمَ	v					
1	فشل	فَشِلَ	v					
1	رنق	رَنِقَ	v					
1	فطن	فَطَنَ	x					
1	فظع	فَظِعَ	v					
1	فغر	فَغَرَ	x					
1	دخن	دَخِنَ	v					
1	عقد	عَقَدَ	x					
1	شفع	شَفَعَ	v					
1	زرد	زَرِدَ	x					
1	فقد	فَقَدَ	y					
1	خشب	خَشَبَ	x					
1	حصر	حَصِرَ	v					
1	فقع	فَقَعَ	x					
1	فقه	فَقِهَ	x					
1	لصق	لَصِقَ	v					
1	قلص	قَلَصَ	v					
1	قطف	قَطَفَ	x					
1	دحس	دَحَسَ	y					
1	فلح	فَلَحَ	v					
1	رغم	رَغِمَ	y					
1	فكه	فَكِهَ	v					
1	غلق	غَلِقَ	v					
1	فوق	فَوِقَ	v					
1	شفع	شَفَعَ	y					
1	قفش	قَفَشَ	y					
1	ربد	رَبِدَ	v					
1	فند	فَنِدَ	v					
1	رطب	رَطِبَ	v					
1	جرب	جَرِبَ	v					
1	عصب	عَصَبَ	y					
1	معد	مَعَدَ	x					
1	قرد	قَرِدَ	v					
1	علم	عَلِمَ	yw					
1	قبل	قَبِلَ	v					
1	قتم	قَتَمَ	v					
1	قدح	قَدَحَ	x					
1	قتر	قَتِرَ	v					
1	قبض	قَبَضَ	y					
1	بطر	بَطِرَ	x					
1	تسع	تَسَعَ	y					
1	قذع	قَذَعَ	y					
1	فرس	فَرَسَ	x					
1	قدر	قَدِرَ	v					
1	فقس	فَقَسَ	x					
1	هرد	هَرَدَ	x					
1	عسل	عَسَلَ	v					
1	قمع	قَمِعَ	x					
1	قرش	قَرَشَ	x					
1	نزغ	نَزَغَ	y					
1	قدم	قَدَمَ	v					
1	قدم	قَدِمَ	x					
1	يمن	يَمِنَ	v					
1	دهم	دَهِمَ	y					
1	شزر	شَزَرَ	y					
1	برص	بَرِصَ	v					
1	كشف	كَشَفَ	x					
1	طحل	طَحِلَ	v					
1	دبق	دَبِقَ	v					
1	محص	مَحَصَ	x					
1	خشع	خَشَعَ	v					
1	كتل	كَتِلَ	v					
1	ثلم	ثَلَمَ	x					
1	سرد	سَرِدَ	v					
1	برص	بَرِصَ	v					
1	شهد	شَهِدَ	v					
1	قرف	قَرَفَ	y					
1	يفع	يَفَعَ	x					
1	علن	عَلَنَ	v					
1	درن	دَرِنَ	v					
1	جوق	جَوِقَ	v					
1	زفر	زَفَرَ	x					
1	رهل	رَهِلَ	v					
1	دمع	دَمِعَ	v					
1	سغب	سَغِبَ	v					
1	عرق	عَرَقَ	v					
1	حبض	حَبَضَ	v					
1	جفل	جَفَلَ	v					
1	خسف	خَسَفَ	y					
1	لغط	لَغَطَ	v					
1	عطل	عَطِلَ	v					
1	ينع	يَنَعَ	v					
1	هضم	هَضِمَ	v					
1	حطم	حَطِمَ	v					
1	خضب	خَضَبَ	v					
1	بدل	بَدِلَ	v					
1	حسب	حَسِبَ	yw					
1	يبس	يَبِسَ	v					
1	قصم	قَصِمَ	v					
1	قصب	قَصَبَ	y					
1	قصف	قَصَفَ	y					
1	مرح	مَرِحَ	v					
1	زرق	زَرَقَ	y					
1	دعب	دَعَبَ	v					
1	قذف	قَذَفَ	y					
1	دبق	دَبَقَ	x					
1	درب	دَرِبَ	v					
1	فقم	فَقِمَ	v					
1	سحن	سَحَنَ	x					
1	رغد	رَغِدَ	v					
1	قصع	قَصَعَ	y					
1	هدج	هَدَجَ	v					
1	يهم	يَهِمَ	v					
1	دبل	دَبِلَ	v					
1	ختر	خَتِرَ	v					
1	قفص	قَفَصَ	x					
1	سفد	سَفِدَ	x					
1	نقب	نَقِبَ	v					
1	قشع	قَشِعَ	v					
1	بلد	بَلِدَ	v					
1	قلق	قَلِقَ	v					
1	نصف	نَصَفَ	x					
1	عذب	عَذَبَ	y					
1	قطع	قَطَعَ	v					
1	زعف	زَعَفَ	y					
1	سفر	سَفَرَ	v					
1	ضحك	ضَحِكَ	v					
1	قرد	قَرَدَ	x					
1	فرك	فَرِكَ	v					
1	زحر	زَحَرَ	v					
1	نطف	نَطِفَ	v					
1	قلب	قَلَبَ	y					
1	قطن	قَطِنَ	v					
1	يتن	يَتَنَ	y					
1	عمر	عَمَرَ	x					
1	فرع	فَرَعَ	y					
1	فرط	فَرَطَ	y					
1	فرع	فَرَعَ	v					
1	فرغ	فَرَغَ	v					
1	دعق	دَعَقَ	y					
1	كذب	كَذَبَ	y					
1	عزف	عَزَفَ	y					
1	عقم	عَقَمَ	y					
1	فصد	فَصَدَ	y					
1	ندب	نَدِبَ	v					
1	ضلع	ضَلِعَ	v					
1	قشط	قَشَطَ	y					
1	قعس	قَعِسَ	v					
1	عرج	عَرِجَ	v					
1	دعر	دَعَرَ	v					
1	حرس	حَرِسَ	v					
1	دهق	دَهَقَ	x					
1	زفر	زَفَرَ	v					
1	شنق	شَنِقَ	x					
1	رشف	رَشِفَ	x					
1	ثلب	ثَلِبَ	v					
1	عطر	عَطِرَ	v					
1	قسط	قَسَطَ	v					
1	عوج	عَوِجَ	v					
1	قسط	قَسَطَ	v					
1	زهر	زَهِرَ	v					
1	صنم	صَنِمَ	v					
1	نهج	نَهَجَ	v					
1	سبح	سَبَحَ	v					
1	لزم	لَزِمَ	y					
1	رجع	رَجَعَ	v					
1	لعق	لَعِقَ	y					
1	مته	مَتَهَ	x					
1	دعب	دَعِبَ	v					
1	لزق	لَزِقَ	v					
1	لعب	لَعِبَ	v					
1	حمد	حَمِدَ	y					
1	عمه	عَمِهَ	v					
1	لعن	لَعَنَ	y					
1	ذعن	ذَعِنَ	v					
1	لعب	لَعَبَ	v					
1	غسق	غَسَقَ	v					
1	لبب	لَبِبَ	v					
1	نقع	نَقَعَ	x					
1	ثلج	ثَلِجَ	v					
1	كمش	كَمِشَ	v					
1	كرع	كَرَعَ	v					
1	كوع	كَوِعَ	v					
1	زحف	زَحَفَ	x					
1	لحس	لَحِسَ	x					
1	محض	مَحَضَ	x					
1	لوث	لَوِثَ	v					
1	لهف	لَهِفَ	v					
1	لهج	لَهِجَ	v					
1	عنت	عَنِتَ	v					
1	سمت	سَمَتَ	x					
1	عنس	عَنَسَ	v					
1	عنس	عَنِسَ	v					
1	عنق	عَنِقَ	v					
1	هلع	هَلِعَ	v					
1	لقح	لَقِحَ	v					
1	قلف	قَلَفَ	x					
1	عذر	عَذَرَ	y					
1	عقف	عَقَفَ	x					
1	طرز	طَرِزَ	v					
1	غدر	غَدِرَ	v					
1	ضبط	ضَبِطَ	v					
1	هوس	هَوِسَ	v					
1	لحق	لَحِقَ	v					
1	لحم	لَحِمَ	y					
1	شعف	شَعَفَ	y					
1	هذر	هَذِرَ	v					
1	لحظ	لَحَظَ	y					
1	لحن	لَحَنَ	x					
1	نضح	نَضَحَ	y					
1	حنش	حَنَشَ	y					
1	لذع	لَذَعَ	y					
1	لحم	لَحَمَ	x					
1	لزب	لَزِبَ	v					
1	حرض	حَرِضَ	v					
1	غرس	غَرَسَ	x					
1	مرع	مَرِعَ	v					
1	مسح	مَسَحَ	y					
1	عهر	عَهَرَ	v					
1	فطس	فَطِسَ	v					
1	دغم	دَغَمَ	y					
1	سهب	سَهَبَ	x					
1	مرض	مَرِضَ	v					
1	لكع	لَكَعَ	y					
1	خلع	خَلَعَ	y					
1	مرج	مَرِجَ	v					
1	مرس	مَرِسَ	v					
1	معز	مَعِزَ	v					
1	معد	مَعَدَ	y					
1	فقس	فَقَسَ	v					
1	مخض	مَخِضَ	v					
1	مته	مَتِهَ	v					
1	كشح	كَشَحَ	y					
1	حزن	حَزِنَ	v					
1	مرغ	مَرَغَ	x					
1	مذر	مَذِرَ	v					
1	حقل	حَقِلَ	v					
1	مزح	مَزَحَ	v					
1	مرق	مَرِقَ	v					
1	زحم	زَحَمَ	y					
1	لقم	لَقِمَ	x					
1	كمد	كَمَدَ	x					
1	لفع	لَفَعَ	y					
1	خفض	خَفَضَ	x					
1	فرق	فَرِقَ	v					
1	كلم	كَلَمَ	y					
1	لفظ	لَفَظَ	y					
1	كلب	كَلِبَ	v					
1	يسر	يَسَرَ	v					
1	لفت	لَفَتَ	y					
1	عزر	عَزَرَ	y					
1	شعب	شَعَبَ	y					
1	شهق	شَهِقَ	v					
1	خلس	خَلَسَ	x					
1	لبس	لَبَسَ	x					
1	لبك	لَبِكَ	v					
1	لبط	لَبَطَ	y					
1	لبق	لَبِقَ	v					
1	لبد	لَبَدَ	x					
1	سخر	سَخِرَ	v					
1	لحد	لَحَدَ	y					
1	ملق	مَلَقَ	y					
1	لجب	لَجِبَ	v					
1	نعظ	نَعَظَ	v					
1	لفق	لَفَقَ	x					
1	خمد	خَمِدَ	v					
1	نغق	نَغَقَ	v					
1	نشب	نَشِبَ	v					
1	قفز	قَفَزَ	v					
1	عرب	عَرِبَ	v					
1	جعب	جَعَبَ	y					
1	قبل	قَبِلَ	x					
1	عقل	عَقِلَ	v					
1	قلد	قَلَدَ	y					
1	عجل	عَجِلَ	x					
1	عرض	عَرَضَ	y					
1	خصب	خَصِبَ	v					
1	عزم	عَزَمَ	v					
1	نهج	نَهَجَ	x					
1	قطم	قَطَمَ	x					
1	طمح	طَمَحَ	v					
1	نغب	نَغَبَ	x					
1	شلح	شَلَحَ	x					
1	عصف	عَصَفَ	x					
1	ظلم	ظَلَمَ	y					
1	عرب	عَرَبَ	x					
1	شخر	شَخَرَ	v					
1	قمن	قَمِنَ	v					
1	عدن	عَدَنَ	x					
1	صور	صَوِرَ	v					
1	عصم	عَصِمَ	v					
1	شغل	شَغَلَ	y					
1	عفس	عَفَسَ	y					
1	طنف	طَنِفَ	v					
1	قسر	قَسَرَ	y					
1	ملح	مَلَحَ	x					
1	هبر	هَبِرَ	v					
1	عفر	عَفَرَ	y					
1	عفر	عَفِرَ	v					
1	سجس	سَجِسَ	v					
1	قعر	قَعَرَ	y					
1	عقب	عَقَبَ	y					
1	عقر	عَقَرَ	y					
1	غنم	غَنِمَ	y					
1	سلم	سَلَمَ	x					
1	قطب	قَطَبَ	v					
1	بكم	بَكَمَ	v					
1	جذب	جَذَبَ	x					
1	قطب	قَطَبَ	y					
1	تعب	تَعِبَ	v					
1	عصف	عَصَفَ	y					
1	عطب	عَطِبَ	v					
1	علف	عَلَفَ	y					
1	عقم	عَقِمَ	v					
1	عكر	عَكِرَ	v					
1	نغر	نَغَرَ	x					
1	غطف	غَطِفَ	v					
1	غفر	غَفَرَ	v					
1	غضر	غَضِرَ	v					
1	عمر	عَمِرَ	v					
1	جرم	جَرَمَ	y					
1	غطش	غَطِشَ	v					
1	حلق	حَلَقَ	y					
1	غلظ	غَلَظَ	v					
1	جزم	جَزَمَ	x					
1	مرع	مَرَعَ	x					
1	جزع	جَزَعَ	x					
1	لمع	لَمَعَ	v					
1	نفط	نَفَطَ	v					
1	دكن	دَكِنَ	v					
1	لكع	لَكِعَ	v					
1	علق	عَلِقَ	x					
1	خشف	خَشَفَ	v					
1	لمح	لَمَحَ	y					
1	عمد	عَمَدَ	y					
1	لهث	لَهَثَ	v					
1	هزل	هَزَلَ	x					
1	عمه	عَمَهَ	v					
1	علن	عَلَنَ	v					
1	عمر	عَمَرَ	x					
1	عمش	عَمِشَ	v					
1	غرف	غَرَفَ	x					
1	غرم	غَرِمَ	y					
1	غزل	غَزَلَ	x					
1	غزل	غَزِلَ	v					
1	بغم	بَغَمَ	x					
1	هطل	هَطَلَ	v					
1	ضغن	ضَغِنَ	v					
1	خطف	خَطَفَ	y					
1	حرم	حَرِمَ	v					
1	سفر	سَفَرَ	x					
1	عسر	عَسِرَ	v					
1	عسل	عَسَلَ	y					
1	فكر	فَكَرَ	v					
1	غدق	غَدِقَ	v					
1	قعر	قَعَرَ	v					
1	حرق	حَرِقَ	v					
1	غفر	غَفِرَ	v					
1	غطش	غَطَشَ	v					
1	غفق	غَفَقَ	y					
1	نجد	نَجِدَ	v					
1	نعل	نَعِلَ	v					
1	غرض	غَرِضَ	v					
1	رفل	رَفِلَ	v					
1	غرض	غَرَضَ	x					
1	نزع	نَزَعَ	v					
1	قحم	قَحَمَ	y					
1	نزف	نَزَفَ	y					
1	نزل	نَزِلَ	v					
1	نزع	نَزَعَ	y					
1	ضمن	ضَمِنَ	y					
1	نفر	نَفَرَ	v					
1	نزل	نَزَلَ	v					
1	دعث	دَعَثَ	x					
1	خضع	خَضَعَ	y					
1	رفق	رَفِقَ	v					
1	نزه	نَزِهَ	v					
1	نزق	نَزَقَ	v					
1	نخع	نَخَعَ	v					
1	عبق	عَبِقَ	v					
1	ملس	مَلِسَ	v					
1	صفر	صَفَرَ	v					
1	معن	مَعِنَ	v					
1	شحذ	شَحَذَ	y					
1	سلط	سَلِطَ	v					
1	ملص	مَلِصَ	v					
1	قشر	قَشِرَ	v					
1	برع	بَرَعَ	y					
1	مهد	مَهَدَ	x					
1	رفع	رَفَعَ	y					
1	صبح	صَبَحَ	y					
1	قنع	قَنَعَ	x					
1	هرش	هَرَشَ	v					
1	هرع	هَرَعَ	v					
1	نحل	نَحَلَ	y					
1	نحم	نَحَمَ	v					
1	عهر	عَهِرَ	v					
1	هزر	هَزَرَ	y					
1	هدن	هَدَنَ	y					
1	نقر	نَقِرَ	v					
1	شهر	شَهَرَ	y					
1	هرس	هَرَسَ	x					
1	هرف	هَرَفَ	y					
1	حدق	حَدَقَ	y					
1	عوج	عَوِجَ	v					
1	نجز	نَجِزَ	v					
1	شرس	شَرِسَ	v					
1	نحر	نَحَرَ	y					
1	شعل	شَعِلَ	v					
1	نزل	نَزَلَ	v					
1	روع	رَوِعَ	v					
1	بهظ	بَهَظَ	y					
1	نخم	نَخِمَ	v					
1	سوس	سَوِسَ	v					
1	كبد	كَبِدَ	v					
1	فلح	فَلَحَ	y					
1	نده	نَدَهَ	y					
1	هصر	هَصَرَ	y					
1	شعب	شَعِبَ	v					
1	فطن	فَطِنَ	v					
1	هلك	هَلَكَ	v					
1	كره	كَرِهَ	yw					
1	متح	مَتَحَ	x					
1	نطع	نَطَعَ	x					
1	همل	هَمَلَ	v					
1	ميل	مَيِلَ	v					
1	خطم	خَطَمَ	y					
1	صرح	صَرَحَ	x					
1	نعت	نَعَتَ	y					
1	نشق	نَشِقَ	x					
1	سرق	سَرَقَ	y					
1	نغر	نَغِرَ	v					
1	ظهر	ظَهَرَ	y					
1	سبق	سَبَقَ	y					
1	خدع	خَدَعَ	y					
1	نشط	نَشِطَ	v					
1	فلت	فَلَتَ	y					
1	نفد	نَفِدَ	v					
1	كسب	كَسَبَ	yz					
1	جسد	جَسِدَ	v					
1	طعن	طَعَنَ	x					
1	خثر	خَثِرَ	v					
1	لبس	لَبِسَ	y					
1	لسن	لَسَنَ	y					
1	ندل	نَدِلَ	v					
1	نبح	نَبَحَ	v					
1	نبس	نَبَسَ	x					
1	سهر	سَهِرَ	x					
1	شهل	شَهِلَ	v					
1	مكس	مَكَسَ	v					
1	ذرب	ذَرِبَ	v					
1	شده	شَدَهَ	y					
1	حلس	حَلِسَ	v					
1	نتح	نَتَحَ	v					
1	ضمخ	ضَمَخَ	y					
1	كسر	كَسَرَ	x					
1	نكه	نَكِهَ	y					
1	سخن	سَخِنَ	v					
1	جرز	جَرِزَ	v					
1	قحف	قَحَفَ	y					
1	مغص	مَغِصَ	v					
1	نبر	نَبَرَ	y					
1	كنف	كَنَفَ	y					
1	كرم	كَرَمَ	y					
1	هزل	هَزِلَ	v					
1	نهج	نَهِجَ	v					
1	نبذ	نَبَذَ	v					
1	دغل	دَغَلَ	v					
1	نقع	نَقَعَ	x					
1	نقه	نَقِهَ	x					
1	نطق	نَطَقَ	v					
1	غضب	غَضِبَ	v					
1	يقظ	يَقِظَ	v					
1	عرس	عَرِسَ	v					
1	حصف	حَصَفَ	y					
1	زرف	زَرَفَ	v					
1	هرس	هَرِسَ	v					
1	فحم	فَحَمَ	v					
1	ملق	مَلِقَ	y					
1	نكل	نَكِلَ	v					
1	هبش	هَبَشَ	y					
1	شحن	شَحِنَ	v					
1	قهر	قَهَرَ	y					
1	سرط	سَرِطَ	x					
1	نمش	نَمِشَ	v					
1	بدع	بَدَعَ	x					
1	شهد	شَهِدَ	x					
1	نحف	نَحِفَ	v					
1	نقد	نَقِدَ	v					
1	دنس	دَنِسَ	v					
1	نهب	نَهَبَ	y					
1	نفر	نَفَرَ	y					
1	دمع	دَمَعَ	x					
1	ركب	رَكِبَ	y					
1	فرض	فَرَضَ	x					
1	هجس	هَجَسَ	y					
1	حقد	حَقَدَ	v					
1	نهز	نَهَزَ	x					
1	نهق	نَهَقَ	v					
1	نهم	نَهَمَ	x					
1	رهن	رَهَنَ	v					
1	نهد	نَهَدَ	v					
1	نهد	نَهَدَ	x					
1	زجل	زَجِلَ	v					
1	هتر	هَتَرَ	y					
1	فتح	فَتَحَ	x					
1	هبل	هَبِلَ	y					
1	جهد	جَهِدَ	v					
1	هتف	هَتَفَ	v					
1	عذر	عَذَرَ	y					
1	خلط	خَلَطَ	x					
1	كبد	كَبَدَ	y					
1	سقم	سَقِمَ	v					
1	عجز	عَجَزَ	v					
1	هتك	هَتَكَ	x					
1	عوص	عَوِصَ	v					
1	هجع	هَجَعَ	x					
1	هرب	هَرِبَ	v					
1	منع	مَنَعَ	y					
1	هوش	هَوِشَ	v					
1	طلح	طَلَحَ	x					
1	هرج	هَرَجَ	y					
1	لجن	لَجِنَ	v					
1	قذر	قَذِرَ	x					
1	قرع	قَرَعَ	y					
1	يسر	يَسَرَ	y					
1	نقذ	نَقِذَ	v					
1	وعك	وَعَكَ	y					
1	لقح	لَقَحَ	x					
1	هوج	هَوِجَ	v					
1	همع	هَمَعَ	x					
1	بهت	بَهِتَ	v					
1	شحط	شَحَطَ	v					
1	هدل	هَدَلَ	v					
1	هرق	هَرَقَ	x					
1	هرم	هَرِمَ	v					
1	حقر	حَقَرَ	y					
1	هدج	هَدَجَ	v					
1	جرح	جَرِحَ	v					
1	هرب	هَرَبَ	v					
1	لسع	لَسَعَ	y					
1	هدب	هَدِبَ	v					
1	رغب	رَغِبَ	x					
1	هفت	هَفَتَ	v					
1	نزه	نَزَهَ	x					
1	همر	هَمَرَ	v					
1	رجع	رَجَعَ	v					
1	حبض	حَبِضَ	v					
1	نبض	نَبَضَ	v					
1	نكر	نَكِرَ	y					
1	خدل	خَدِلَ	v					
1	مر غ	مَرِغَ	v					
1	رفع	رَفَعَ	v					
1	نمر	نَمِرَ	v					
1	زلع	زَلِعَ	v					
1	غمس	غَمَسَ	y					
1	حول	حَوِلَ	v					
1	عدل	عَدَلَ	v					
1	جمح	جَمَحَ	v					
1	غمض	غَمُضَ	v					
1	طفق	طَفِقَ	x					
1	يتم	يَتِمَ	v					
1	ربع	رَبَعَ	v					
1	هزم	هَزَمَ	y					
1	عرف	عَرَفَ	yw					
1	زند	زَنِدَ	v					
1	جرم	جَرَمَ	x					
1	هضل	هَضَلَ	v					
1	خرد	خَرِدَ	v					
1	عصر	عَصَرَ	x					
1	قطع	قَطَعَ	y					
1	عتل	عَتِلَ	v					
1	حشم	حَشِمَ	v					
1	فعل	فَعَلَ	x					
1	خصف	خَصَفَ	x					
1	حرز	حَرِزَ	v					
1	بغض	بَغَضَ	y					
1	غلط	غَلِطَ	v					
1	شرع	شَرَعَ	x					
1	صحر	صَحِرَ	v					
1	زلق	زَلِقَ	v					
1	نسف	نَسَفَ	x					
1	بضع	بَضَعَ	x					
1	عفن	عَفِنَ	v					
1	بعث	بَعَثَ	y					
1	عسف	عَسَفَ	y					
1	صدغ	صَدَغَ	y					
