#رقم 	مشكول	غير مشكول	جذر	وزن	صنف	اصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده المحسوب	تأنيث	تثنية	ج.مؤ.س	ج. مذ. س.	منقوص	تنوين النصب	نسب	إض. لف.	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
1947	حَبَّالَةٌ	حبالة	حبل					مؤنث			جمع		حَبَّالٌ						Tn									
1952	حُبالَى	حبالى	حبل					مؤنث			جمع		حُبْلَى														Non	
1953	حُبْلَيَاتٌ	حبليات	حبل					مؤنث			جمع		حُبْلَى						Tn									
1956	حُبىً	حبى	حبو					مؤنث			جمع		حَبْوَةٌ						Tn									
1963	أَحْجاءُ	أحجاء	حجاً					مؤنث			جمع																Non	
1972	أَحِجَّةٌ	أحجة	حجج					مؤنث			جمع		حَجاجٌ						Tn									
1980	حِجارَةٌ	حجارة	حجر					مؤنث			جمع		حَجَرٌ						Tn	R								"حِجارَةٌ-حِجارَةٌ [ح ج ر]. 1.""رَماهُ بِالحِجارَةِ"" : بِالحَصَى. 2.""زَعْزَعَ أَطْفالُ الحِجارَةِ الكِيانَ الصُّهْيونِيَّ"" : ثَوْرَةُ الشَّعْبِ الفِلِسْطينِيِّ الَّتِي عِمادُها رَمْيُ أَطْفالِهِ العَدُوَّ بِالحَجَرِ. ""السَّلامُ على كُلِّ طِفْلٍ تَعَلَّمَ كَيْفَ يَصوغُ الحِجارَةَ"".(محمد القيسي)."
1985	حِجارَةٌ	حجارة	حجر					مؤنث			جمع		حَجَرٌ						Tn									
1995	حِجْلانٌ	حجلان	حجل					مؤنث			جمع		حَجَلٌ						Tn									
1999	أَحَاجِي	أحاجي	حجو					مؤنث			جمع							Tk	Tn									
2000	أَحَاجِيُّ	أحاجي	حجي					مؤنث			جمع		أُحْجِيَّةٌ														Non	أَحَاجِيُّ-أَحَاجِيُّ [ح ج ي]. ن. أُحْجِيَّةٌ.
2003	حِداءٌ	حداء	حدأة					مؤنث			جمع		حَدَأَةٌ						Tn									
2027	حُداةٌ	حداة	حدو					مؤنث			جمع		حادِي						Tn									
2030	أَحِدَّاءُ	أحداء	حديد					مؤنث			جمع		حَديدٌ														Non	
2037	أَحْذِيَةٌ	أحذية	حذو					مؤنث			جمع		حِذاءٌ						Tn									
2040	حَرابِيُّ	حرابي	حرب					مؤنث			جمع		حِرْباءُ														Non	
2044	حِرْباوِيَّاتٌ	حرباويات	حرباويات					مؤنث			جمع								Tn				O	O	O	N		حِرْباوِيَّاتٌ-حِرْباوِيَّاتٌ (حو).: فَصيلَةُ حَيَواناتٍ مِنَ الزَّواحِفِ، مِنْ رُتْبَةِ العَظائِيَّاتِ، أَشْهَرُ أَنْواعِها الحِرْباءُ.
2051	حَرَجَةٌ	حرجة	حرج					مؤنث			جمع		حِرْجٌ						Tn									
2056	حَرَاذِينُ	حراذين	حرذون					مؤنث			جمع		حِرْذَوْنٌ										O	O	O	N	Non	
2057	حِرْذَوْنِيَّاتٌ	حرذونيات	حرذونيات					مؤنث			جمع								Tn				O	O	O	N		: فصيلَةُ حَيَواناتٍ مِنْ رُتْبَةِ العَظائِيَّاتِ، وَهِيَ مِنَ الزَّواحِفِ، مِنْ بَيْنِها الحِرْذَوْنُ والضَّبُّ.
2074	حُرْشُفِيَّاتٌ	حرشفيات	حرشفيات					مؤنث			جمع								Tn				O	O	O	N		"""حُرْشُفِيَّاتُ الأجْنِحَةِ"" : رُتْبَةُ حَشَراتٍ حَلَزونِيَّةِ الشَّكْلِ، لَها أَرْبَع"
2137	تَحَاسِينُ	تحاسين	حسن					مؤنث			جمع																Non	"تَحَاسِينُ-تَحَاسِينُ [ح س ن]. 1.""وَضَعَتْ تَحَاسِينَ فِي غُرْفَتِهَا لِتَظْهَرَ أَكْثَرَ رَوْنَقاً"" : وَضَعَتْ أَشْيَاءَ جَمِيلَةً. 2.""تَحَاسِينُ الخَطِّ"" : تَجْوِيدُهُ."
2139	حَسْنَاوَاتٌ	حسناوات	حسن					مؤنث			جمع		حَسْنَاءُ						Tn									
2140	حِسَانٌ	حسان	حسن					مؤنث			جمع		حَسْنَاءُ						Tn									
2144	أحْسَاءُ	أحساء	حسو					مؤنث			جمع		حَسَاءٌ														Non	
2150	حَشَرِيَّاتٌ	حشريات	حشريات					مؤنث			جمع								Tn				O	O	O	N		: رُتْبَةٌ مِنَ اللّبُونَاتِ تَعِيشُ عَلَى الحَشَرَاتِ، مِنْ أَشْهَرِهَا القُنْفُذِيَّاتُ.
2164	أحْشَاءٌ	أحشاء	حشو					مؤنث			جمع		حَشاً						Tn									
2168	حَواشِي	حواشي	حشي					مؤنث			جمع							Tk	Tn									
2170	أحْصِنَةٌ	أحصنة	حصان					مؤنث			جمع		حِصَانٌ						Tn									
2187	أحْصِرَةٌ	أحصرة	حصر					مؤنث			جمع		حَصِيرٌ						Tn									
2196	حُصُونٌ	حصون	حصن					مؤنث			جمع		حِصْنٌ						Tn									
2197	أحْصَانٌ	أحصان	حصن					مؤنث			جمع		حِصْنٌ						Tn									
2199	حَصَيَاتٌ	حصيات	حصي					مؤنث			جمع								Tn									
2206	أَحْضَانٌ	أحضان	حضن					مؤنث			جمع		حِضْنٌ						Tn									
2207	حُضُونٌ	حضون	حضن					مؤنث			جمع		حِضْنٌ						Tn									
2232	حَفْريَّاتٌ	حفريات	حفر					مؤنث			جمع								Tn									حَفْريَّاتٌ-حَفْريَّاتٌ [ح ف ر].: ما يَقُومُ بِهِ عُلَمَاءُ الآثَارِ مِنْ حَفْرٍ وَتَنْقِيبٍ وَبَحْثٍ عَنِ الآثَارِ القَدِيمَةِ الَّتِي تَوَارَتْ تَحْتَ التُّرَابِ.
2269	مُحَقَّرَاتٌ	محقرات	حقر					مؤنث			جمع								Tn									مُحَقَّرَاتٌ-مُحَقَّرَاتٌ [ح ق ر].: الصَّغَائِرُ.
2319	حَلازِينُ	حلازين	حلزون					مؤنث			جمع		حَلَزُونٌ														Non	
2320	حَلَزُونيَّاتٌ	حلزونيات	حلزونيات					مؤنث			جمع								Tn				O	O	O	N		: فصِيلَةٌ حَيَوَانِيَّةٌ مِنَ الرَّخْوِيَّاتِ الْمَعِدِيَّةِ الرِّئَوِيَّةِ، عَدِيدَةُ الأجْنَاسِ وَالأنْوَاعِ وَالأشْكَالِ.
2323	حِلَسَةٌ	حلسة	حلس					مؤنث			جمع		حِلْسٌ						Tn									
2354	حَلاوَى	حلاوى	حلو					مؤنث			جمع		حَلْواءُ														Non	
2355	حُلْوِيَّاتٌ	حلويات	حلو					مؤنث			جمع								Tn									"حُلْوِيَّاتٌ-حُلْوِيَّاتٌ [ح ل و]. ""حَرَّكَتْ رَائِحَةُ الحُلْوِيَّاتِ شَهِيَّتَهُ"": كُلُّ أنْوَاعِ الأَطْعِمَةِ النَّشَوِيَّةِ الْمَعْقُودَةِ بِالسُّكَّرِ وَالسَّمْنِ وَالعَسَلِ وَمَا إلَى ذَلِكَ."
2358	حَلاَوى	حلاوى	حلو					مؤنث			جمع		حَلْوَى														Non	
2360	حِلىً	حلى	حلي					مؤنث			جمع		حِلْيَةٌ						Tn									
2362	حُلِيٌّ	حلي	حلي					مؤنث			جمع		حَلْيٌ						Tn									
2363	حُلَيْمَاتٌ	حليمات	حليمات					مؤنث			جمع								Tn				O	O	O	N		": وَهِيَ نَوْعَانِ : أ. ""حُلَيْمَاتٌ عُلْيَا"" : أيْ الرَّوَاسِبُ الكِلْسِيَّةُ الْمُتَحَجِّرَةُ فِي سُقُوفِ الْمَغَاوِرِ. ب.""حُلَيْمَاتٌ سُفْلَى"" : أيِ الرَّوَاسِبُ الكِلْسِيَّةُ الْمُتَحَجِّرَةُ فِي أَسْفَلِ الْمَغَاوِرِ."
2370	حُمَّاضِيَّاتٌ	حماضيات	حماضيات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةٌ نَبَاتِيَّةٌ مِنْ ذَوَاتِ الفِلْقَتَيْنِ عُشْبِيَّةٌ بَرِّيَّةٌ.
2371	حَمَامِيَّاتٌ	حماميات	حماميات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةُ أَنْوَاعِ الحَمَامِ.
2376	حُمًى	حمى	حمة					مؤنث			جمع		حُمَةٌ						Tn									
2379	حِمْحَمِيَّاتٌ	حمحميات	حمحميات					مؤنث			جمع								Tn				O	O	O	N		فَصِيلَةٌ نَبَاتِيَّةٌ.
2388	حَمْضِيَّاتٌ	حمضيات	حمض					مؤنث			جمع								Tn				O	O	O	N		"حَمْضِيَّاتٌ-حَمْضِيَّاتٌ [ح م ض]. 1. ""مُتَخَصِّصٌ فِي بَيْعِ الحَمْضِيَّاتِ"" : الفَوَاكِهُ ذَاتُ الحُمُوضَةِ : البُرْقُوقُ واللَّيْمُونُ الحُلْوُ، وَاللَّيْمونُ الحَامِضُ. 2.: أشْجَارٌ نَبَاتِيَّةٌ تَشْمَلُ البُرْتُقَالَ وَاللَّيْمُونَ وَالأَتْرُجَّ وَنَحوَهَا."
2397	حُمْلاَنٌ	حملان	حمل					مؤنث			جمع		حَمَلٌ						Tn									
2404	حُمُولَةٌ	حمولة	حمل					مؤنث			جمع		حِمْلٌ						Tn									
2427	حمَوَاتٌ	حموات	حمو					مؤنث			جمع		حَمَاةٌ						Tn									
2432	حُمَّياتٌ	حميات	حمي					مؤنث			جمع		حُمَّى						Tn									
2436	حِنَّائِيَّات	حنائيات	حنائيات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةٌ نَبَاتِيَّةٌ بَرِّيَّةٌ وَزِرَاعِيَّةٌ مِنْ ذَوَاتِ الفِلْقَتَيْنِ، ذَاتُ قُعَالاَتٍ عَدِيدَةٍ.
2456	أَحْناءٌ	أحناء	حنو					مؤنث			جمع		حَنْوٌ						Tn									
2459	أحْنَاءٌ	أحناء	حنو					مؤنث			جمع		حِنْوٌ						Tn									
2460	حِنِيٌّ	حني	حنو					مؤنث			جمع		حِنْوٌ						Tn									
2464	مُنْحَنَيَات	منحنيات	حنو					مؤنث			جمع		مُنْحَنىً						Tn									
2468	حِيتَانٌ	حيتان	حوت					مؤنث			جمع		حُوتٌ						Tn									
2471	حاجِيَّاتٌ	حاجيات	حوج					مؤنث			جمع								Tn									"حاجِيَّاتٌ-حاجِيَّاتٌ [ح و ج]. ""قَضى بَعْضَ الحاجِيَّاتِ"" : بَعْضَ الضَّرورِيَّاتِ، أَيْ ما يَحْتَاجُ إِلَيْهِ الإِنْسانُ في حَياتِهِ اليَوْمِيَّةِ."
2475	أحْدانٌ	أحدان	وحد					مؤنث			جمع		أوْحَدُ						Tn									
2499	حَوالِيُّ	حوالي	حول					مؤنث			جمع		حَوْلِيٌّ						Tn									
2500	حَوَالِيَّةٌ	حوالية	حول					مؤنث			جمع		حَوْلِيٌّ						Tn									
2505	مُحْتَوَيَات	محتويات	حوي					مؤنث			جمع		مُحْتَوًى						Tn									
2508	حَيَوَاتٌ	حيوات	حية					مؤنث			جمع								Tn									
2523	حَيَّاتٌ	حيات	حيي					مؤنث			جمع								Tn									حَيَّاتٌ-حَيَّاتٌ [ح ي ي]. : شُعْبَةٌ مِنَ الحَيَوَانَاتِ الزَّحَّافَةِ. مُتَعَدِّدَةُ الفَصَائِلِ وَالرُّتَبِ حَسَبَ وَضْعِ أسْنانِهَا.
2531	خَوَابِي	خوابي	خبأ					مؤنث			جمع							Tk	Tn									
2539	أخْبِيَةٌ	أخبية	خبأ،خبي					مؤنث			جمع		خِبَاءٌ						Tn									
2555	خُبَّازِيَّاتٌ	خبازيات	خبز					مؤنث			جمع								Tn				O	O	O	N		خُبَّازِيَّاتٌ-خُبَّازِيَّاتٌ [خ ب ز].: فَصِيلَةٌ نَبَاتِيَّةٌ مِنْ ذَوَاتِ الْفِلْقَتَيْنِ أنْوَاعُهَا مُتَعدِّدَةُ الأشْكَالِ فِي كُلِّ الْمَنَاطِقِ .
2576	أخْتَانٌ	أختان	ختن					مؤنث			جمع		خَتَنٌ						Tn									
2597	أَخْدَانٌ	أخدان	خدن					مؤنث			جمع		خِدْنٌ						Tn									
2602	خَرَاطِينُ	خراطين	خراطين					مؤنث			جمع		خُرْطُونٌ														Non	: دِيدَانٌ طِوَالٌ تَكُونُ فِي الأرْضِ النَّدِيَّةِ، وَفِي ط
2616	أخْرِجَةٌ	أخرجة	خرج					مؤنث			جمع		خُرَاجٌ						Tn									
2649	خُرْطُومِيَّاتٌ	خرطوميات	خرطوميات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةٌ حَيَوَانِيَّةٌ مِنْ ذَوَاتِ الْجُثَثِ الضَّخْمَةِ، مُتَمَيِّزَةٌ بِخَرَاطِيمَ، بَعْضُهَا انْقَرَضَ، أشْهَرُ أنْوَاعِهَا الْفِيلُ.
2651	خَرَاطِينُ	خراطين	خرطون					مؤنث			جمع		خُرْطُونٌ														Non	
2666	أخْرِفَةٌ	أخرفة	خروف					مؤنث			جمع		خَرُوفٌ						Tn									
2667	خِرْفَانٌ	خرفان	خروف					مؤنث			جمع		خَرُوفٌ						Tn									
2706	خَشَارِمَةٌ	خشارمة	خشرم					مؤنث			جمع		خَشْرَمٌ						Tn									
2737	خُصًى	خصى	خصي					مؤنث			جمع		خِصْيَةٌ						Tn									
2742	خَضَارِيٌّ	خضاري	خضر					مؤنث			جمع		خُضَارِيٌّ						Tn				O	O	O	N		
2748	أَخْطَاءٌ	أخطاء	خطأ					مؤنث			جمع		خَطَأٌ						Tn									
2775	أَخْطِمَةٌ	أخطمة	خطم					مؤنث			جمع		خِطَامٌ						Tn									
2782	خُطًى	خطى	خطو					مؤنث			جمع		خُطْوَةٌ						Tn									
2788	خُفَّاشِيَّاتٌ	خفاشيات	خفاشيات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةٌ حَيَوَانِيَّةٌ مِنَ الثَّدْيِيَّاتِ، مُجَنَّحَاتِ الأَيْدِي، مِنْ أشْهَرِ أنْوَاعِهَا الخُفَّاشُ.
2835	خَلاَقِينُ	خلاقين	خلقين					مؤنث			جمع		خِلْقِينٌ														Non	
2850	خَلَوِيَّاتٌ	خلويات	خلويات					مؤنث			جمع								Tn				O	O	O	N		: حَيَوَانَاتٌ تَتَضَمَّنُ أَعْضَاءَ مِنْ عِدَّةِ خَلاَيَا مُتَنَوِّعَةٍ.
2854	مَخَالِي	مخالي	خلي					مؤنث			جمع							Tk	Tn									
2856	خُلْجَانٌ	خلجان	خليج					مؤنث			جمع		خَلِيجٌ						Tn									
2859	خِمَمَةٌ	خممة	خم					مؤنث			جمع		خُمٌّ						Tn									
2860	خُمَانِيَّاتٌ	خمانيات	خمانيات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةٌ نَبَاتِيَّةٌ مِنَ ذَواتِ الفِلْقَتَيْنِ وَحِيدَاتُ التُّوَيْجَاتِ.
2868	أَخْمِرَةٌ	أخمرة	خمر					مؤنث			جمع		خِمَارٌ						Tn									
2874	خَمْرِيَّاتٌ	خمريات	خمر					مؤنث			جمع								Tn									"خَمْرِيَّاتٌ-خَمْرِيَّاتٌ [خ م ر].: قَصَائِدُ تَصِفُ الْخَمْرَ وَمَجَالِسَهَا وَشَارِبِيهَا. ""خَمْرِيَّاتُ أَبِي نُوَاسِ""."
2894	خَنَازِيرِيَّاتٌ	خنازيريات	خنازيريات					مؤنث			جمع								Tn				O	O	O	N		خَنَازِيرِيَّاتٌ-خَنَازِيرِيَّاتٌ (نب).: فَصِيلَةٌ نَبَاتِيَّةٌ مِنْ ذَوَاتِ الفِلْقَتيْنِ أَنْوَاعُهُ عَدِيدَةٌ مِنْهَا عُرْفُ الدِّيكِ وَأنْفُ العِجْلِ.
2899	خُنَاثَى	خناثى	خنث					مؤنث			جمع		خُنْثَى														Non	
2909	خِنْزِيرِيَّاتٌ	خنزيريات	خنزيريات					مؤنث			جمع								Tn				O	O	O	N		: فَصِيلَةٌ حَيَوَانِيَّةٌ مِنْ مُزْدَوِجَاتِ الأَصَابِعِ، مِنْ أشْهَرِ أنْوَاعِهَا الخِنْزِيرُ.
2941	خُؤُولَةٌ	خؤولة	خول					مؤنث			جمع		خَالٌ						Tn									
2946	أَخْوِنَةٌ	أخونة	خون					مؤنث			جمع		خِوَانٌ						Tn									
2947	خُونٌ	خون	خون					مؤنث			جمع		خِوَانٌ						Tn									
2952	خَيْرَاتٌ	خيرات	خير					مؤنث			جمع								Tn	R								"خَيْرَاتٌ-خَيْرَاتٌ [خ ي ر]. ""خَيْرَاتُ الأَرْضِ لاَ حَصْرَ لَهَا"" : مَوَارِدُهَا، مَنَافِعُهَا، نِعَمُهَا."
2968	خِيطَانٌ	خيطان	خيط					مؤنث			جمع		خَيْطٌ						Tn									
2976	أَخْيِلَةٌ	أخيلة	خيل					مؤنث			جمع		خَيَالٌ						Tn									
2981	خَيْلاَنِيَّاتٌ	خيلانيات	خيلانيات					مؤنث			جمع								Tn				O	O	O	N		خَيْلاَنِيَّاتٌ-خَيْلاَنِيَّاتٌ (حو).: رُتْبَةٌ مِنَ الحَيَوَانَاتِ الْمَائِيَّةِ البَحْرِيَّةِ، لَبُونَةٌ مِنْ أَنْوَاعِهَا الأَطُومُ وَخَرُوفُ البَحْرِ.
2985	خَيْمِيَّاتٌ	خيميات	خيم					مؤنث			جمع								Tn				O	O	O	N		خَيْمِيَّاتٌ-خَيْمِيَّاتٌ [خ ي م].: فَصِيلَةٌ نَبَاتِيَّةٌ مِنْ ذَوَاتِ الفِلْقَتَيْنِ مِنْ نَبَاتِهَا الكَمُّونُ وَالكُزْبُرَةُ.
