#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنون النصب للجمع	شرح
107	سِلْقَةٌ		سلق		صفة			مذكر			مفرد	سِلَقٌ			DnN				Tn									"سِلْقَةٌ - ج: سِلَقٌ. [س ل ق]. 1.""اِمْرَأةٌ سِلْقَةٌ"" : طَوِيلَةُ اللِّسَانِ، فَاحِشَةٌ، سَلِيطَةٌ، سَلطَانَةٌ. 2.""جَرَادةٌ سِلْقَةٌ"" : إذَا ألْقَتْ بَيْضَهَا. "
108	سِلَقٌ		سلق		صفة			مذكر			جمع		سِلْقَةٌ															
109	سَمْجٌ		سمج		صفة			مذكر			مفرد	سِمَاجٌ			DnN				Tn									". 1. وَجَدَ الطَّعَامَ سَمْجاً"": أيْ خَبِيثَ الطَّعْمِ كَرِيهَ الرَّائِحَةِ. 2. ""لَهُ مِزَاجٌ سَمْجٌ"": سَيِّئٌ، قَبِيحٌ."
110	سِمَاجٌ		سمج		صفة			مذكر			جمع		سَمْجٌ															
111	سَمِعَةٌ		سمع		صفة			مذكر			مفرد								Tn									"سَمِعَةٌ-سَمِعَةٌ [س م ع]. ""أُذُنٌ سَمِعَةٌ"" : سَامِعَةٌ."
112	سَمِلٌ		سمل		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"سَمِلٌ-سَمِلٌ [س م ل]. ""ثَوْبٌ سَمِلٌ"" : بَالٍ، مُهْتَرِئٌ."
113	سَواسِيَةٌ		سوي		صفة			مذكر			جمع		سَواء						Tn									"سَواسِيَةٌ-سَواسِيَةٌ [س و ي] (جمع سَواء على غَيْرِ قِياس). ""هُمْ سَواسِيَةٌ"" : إِذا اسْتَوَوْا في شَيْءٍ، في اللُّؤْمِ والشَّرِّ، أَوْ في شَيْءٍ عادِيٍّ. ""النَّاسُ سَواسِيَةٌ كَأَسْنانِ الْمُشْطِ""."
114	شَطُورٌ		شطر		صفة			مذكر			مفرد								Tn									"شَطُورٌ-شَطُورٌ [ش ط ر]. ""ثَوْبٌ شَطُورٌ"" : أَحَدُ طَرَفَيْ عَرْضِهِ أَطْوَلُ مِنَ الآخَرِ."
115	شَطُوفٌ		شطف		صفة			مذكر			مفرد								Tn									"شَطُوفٌ-شَطُوفٌ [ش ط ف]. ""نِيَّةٌ شَطُوفٌ"" : بَعِيدَةٌ."
116	شَعْشَاعٌ		شعشع		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"شَعْشَاعٌ - [ش ع ش ع]. 1.""ضَوْءٌ شَعْشَاعٌ""  : ضَوْءٌ مُتَفَرِّقٌ. 2.""ظِلٌّ شَعْشَاعٌ"" : فِيهِ فُرَجٌ لِلضَّوْءِ. 3.""وَلَدٌ شَعْشَاعٌ"": مُسْتَمْلَحٌ، خَفِيفُ الظِّلِّ وَالرُّوحِ. "
117	شَعْشَعٌ		شعشع		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"شَعْشَعٌ-شَعْشَعٌ [ش ع ش ع]. 1.""رَجُلٌ شَعْشَعٌ"" : طَويلٌ. 2.""وَلَدٌ شَعْشَعٌ"""
118	شَافِعَةٌ		شفع		صفة			مذكر			مفرد								Tn									"شَافِعَةٌ-شَافِعَةٌ [ش ف ع]. ""عَيْنٌ شَافِعَةٌ"" : عَيْن ترَى الشَّيْئَيْنِ لِضَعْفِ بَصَرِهَا."
119	شَمَقْمَقٌ		شمق		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"شَمَقْمَقٌ-شَمَقْمَقٌ، ةٌ [ش م ق]. ""رَجُلٌ شَمَقْمَقٌ"" : طَوِيلٌ جَسِيمٌ، أَوْ نَشِيطٌ."
120	شَاهِبٌ		شهب		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"شَاهِبٌ-شَاهِبٌ، ةٌ [ش هـ ب]. ""لَوْنُهُ شَاهِبٌ"" : مَا كَانَ لَوْنُهُ الشُّهْبَةَ، أيِ البَيَاضَ الْمُخْتَلِطَ بِالسَّوَادِ."
121	شَيِّقٌ		شوق		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"شَيِّقٌ-شَيِّقٌ [ش و ق]. 1.""قَدَّمَتِ الفِرْقَةُ عَرْضاً شَيِّقاً"": فَاتِناً، جَذَّاباً، مُمْتِعاً، شَائِقاً. ""كَلاَمٌ شَيِّقٌ"". 2.""فُؤَادٌ شَيِّقٌ"" : مُشْتَاقٌ. ""شَيِّقٌ إِلَى لِقَاءِ الأَحْبَابِ""."
122	مُشَوِّكٌ		شوك		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مُشَوِّكٌ-مُشَوِّكٌ [ش و ك]. ""شَجَرٌ مُشَوِّكٌ"" : شَجَرٌ كَثِيرُ الشَّوْكِ."
123	شَوِيٌّ		شوي		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"شَوِيٌّ-شَوِيٌّ [ش و ي]. ""لَحْمٌ شَوِيٌّ"" : مَا شُوِيَ مِنْهُ."
124	مُشاعٌ		شيع		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مُشاعٌ، مَشَاعٌ، ةٌ - [ش ي ع]. 1.""خَبَرٌ مُشَاعٌ بَيْنَ النَّاسِ"" : ذائِعٌ. 2.""أَرَاضٍ مُشَاعَةٌ"" : الأَرَاضِي الَّتِي يَشْتَرِكُ فِي اسْتِغْلاَلِهَا عَامَّةُ النَّاسِ.   ""مَشَاعُ القُرَى"". "
125	مَشِينٌ		شين		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مَشِينٌ-مَشِينٌ، ةٌ [ش ي ن]. ""سُلُوكٌ مَشِينٌ"" : مَعِيبٌ فَاضِحٌ."
126	صَحَاحٌ		صحح		صفة			مذكر			مفرد								Tn									"صَحَاحٌ-صَحَاحٌ [ص ح ح]. 1.""أَمْرٌ صَحَاحٌ"" : صَحِيحٌ. 2.""طَرِيقٌ صَحَاحٌ"" : مَا اشْتَدَّ مِنْهُ."
127	مِصْدَاقٌ		صدق		صفة			مذكر			مفرد								Tn									"مِصْدَاقٌ-مِصْدَاقٌ [ص د ق]. ""أَقْوَالُهُ جَاءتْ مِصْدَاقاً لِسُلُوكِهِ"": دَلِيلاً"
128	صَرْدٌ		صرد		صفة			مذكر			مفرد	صُرُودٌ			DnN				Tn									". 1.""ذَهَبٌ صَرْدٌ"" : خَالِصٌ. 2.""نَبِيذٌ صَرْدٌ"" : صَافٍ غَيْرُ مُخْتَلِطٍ بِشَيْءٍ. ""حُبٌّ صَرْدٌ"". 3.""يَوْمٌ صَرْدٌ"" : شَدِيدُ البَرْدِ."
129	صُرُودٌ		صرد		صفة			مذكر			جمع		صَرْدٌ															
130	صَرَّةٌ		صرر		صفة			مذكر			مفرد								Tn									"صِرَّةٌ-صِرَّةٌ [ص ر ر]. 1.""رِيحٌ صِرَّةٌ"" : شَدِيدَةُ الصَّوْتِ. 2.""لَيْلٌ فِيهِ صِرَّةٌ"" : بَرْدٌ شَدِيدٌ."
131	صِرْفٌ		صرف		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"صِرْفٌ-صِرْفٌ [ص ر ف]. ""مَاءُ زَهْرٍ صِرْفٌ"" : أَيْ خَالِصٌ غَيْرُ مَمْزُوجٍ بِشَيْءٍ آخَرَ."
132	مِصْقَعٌ		صقع		صفة			مذكر			مفرد	مَصَاقِعُ			DnN				Tn									". 1.""مُحَدِّثٌ مِصْقَعٌ"": بَلِيغٌ، ذُو فَصَاحَةٍ وَبَيَانٍ. 2.""خَطِيبٌ مِصْقَعٌ"" : عَالِي الصَّوْتِ."
133	مَصَاقِعُ		صقع		صفة			مذكر			جمع		مِصْقَعٌ														Non	
134	صَالِح		صلح		صفة			مذكر			مفرد	+ون;+ات;صَوَالِحُ		Ta	DnT	Pf	Pm		Tn									". ""أَتَتْ مِنْهُ صَالِحَةٌ"" : نِعْمَةٌ وَافِرَةٌ."
135	صَوَالِحُ		صلح		صفة			مذكر			جمع		صَالِح														Non	
136	صِنْدِيدٌ		صنديد		صفة			مذكر			مفرد	+ات;صَنَادِيدُ		Ta	DnT	Pf			Tn									"ج: صَنَادِيدُ. 1.""رَجُلٌ صِنْدِيدٌ"" : شُجَاعٌ، مِقْدَامٌ. 2.""بَرْدٌ صِنْدِيدٌ"" : شَدِيدٌ. ""هَبَّ رِيحٌ صِنْدِيدٌ"" ""تَهَاطَلَ مَطَرٌ صِنْدِيدٌ"". 3.""يَوْمٌ حَامِي الصَّنَادِيدِ"" : شَدِيدُ الْحَرِّ. 4.""صَنَادِيدُ الْقَدَرِ"" : مَصَائِبُهُ، دَوَاهِيهِ."
137	صَنَادِيدُ		صنديد		صفة			مذكر			جمع		صِنْدِيدٌ														Non	
138	صُوصٌ		صوص		صفة			مذكر			مفرد								Tn									"""إِنَّهُ رَجُلٌ صُوصٌ"" : بَخِيلٌ مُنْفَرِدٌ بِطَعَامِهِ وَلاَ يَدْعُو أَحَداً لِلأَكْلِ مَعَهُ."
139	مُضِبٌّ		ضبب		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مُضِبٌّ-مُضِبٌّ، ةٌ [ض ب ب]. ""يَوْمٌ مُضِبٌّ"" : يَوْمٌ فِيهِ ضَبَابٌ."
140	ضُحَكَةٌ		ضحك		صفة			مذكر			مفرد								Tn									"ضُحَكَةٌ-ضُحَكَةٌ [ض ح ك]. ""رَجُلٌ ضُحَكَةٌ"" : كَثِيرُ الضَّحِكِ."
141	ضَيْغَمٌ		ضغم		صفة			مذكر			مفرد	ضَيَاغِمُ			DnN				Tn									". 1.""وَلَدٌ ضَيْغَمٌ"" : مَنْ يَعَضُّ، العَضَّاضُ. 2.""الضَّيْغَمُ فِي عَرِينِهِ"" : الأَسَدُ وَاسِعُ الشِّدْقِ."
142	ضَيَاغِمُ		ضغم		صفة			مذكر			جمع																Non	
143	مَضَلَّةٌ		ضلل		صفة			مذكر			مفرد	+ات			DnN	Pf			Tn									"مَضَلَّةٌ-مَضَلَّةٌ [ض ل ل]. ""أَرْضٌ مَضَلَّةٌ"" : يُضَلُّ فِيهَا عَنِ الطَّرِيقِ."
144	طَبِيبٌ		طبب		صفة			مذكر			مفرد	+ات;أَطِبَّاءُ		Ta	DnT	Pf			Tn									". 1.""طَبِيبٌ مَاهِرٌ"" : مُعَالِجُ الأَمْرَاضِ بِالطِّبِّ، مَنْ حِرْفَتُهُ الطِّبُّ. 2.""طَبِيبٌ اِخْتِصَاصِيٌّ"" : مُخْتَصٌّ فِي طِبٍّ مُعَيَّنٍ. ""طَبِيبُ الطِّبِّ العَامِّ"
145	أَطِبَّاءُ		طبب		صفة			مذكر			جمع																Non	
146	طَرْطُورٌ		طرطر		صفة			مذكر			مفرد								Tn									"طَرْطُورٌ-طَرْطُورٌ [ط ر ط ر]. ""رَجُلٌ طَرْطُورٌ"" : تَافِهٌ ، ضَعِيفٌ، مَنْ لاَ قِيمَةَ لَهُ."
147	طِرْفٌ		طرف		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"طِرْفٌ-طِرْفٌ، ةٌ [ط ر ف]. ""رَجُلٌ طِرْفٌ"" : كَرِيمٌ، أَصِيلٌ. ""فَرَسٌ طِرْفَةٌ""."
148	مُطْرَفٌ		طرف		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"مُطْرِفٌ-مُطْرِفٌ [ط ر ف] (فَا. مِن أَطْرَفَ). ""مَالٌ مُطْرِفٌ"": حَدِيثٌ مُسْتَحْدَثٌ."
149	طَرِيٌّ		طرو		صفة			مذكر			مفرد	+ات;طِرَاءٌ		Ta	DnT	Pf			Tn									". 1.""غُصْنٌ طَرِيٌّ"" : لَيِّنٌ. 2.""لَحْمٌ طَرِيٌّ"" : غَضٌّ.النحل آية 14 وَهُوَ الَّذِي سَخَّرَ البَحْرَ لِتَأكُلُوا مِنْهُ لَحْماً طَرِيّاً (قرآن)."
150	طِرَاءٌ		طرو		صفة			مذكر			جمع																	
151	طَازَجٌ		طزج		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"طَازَجٌ-طَازَجٌ، ةٌ [ط ز ج]. ""خُبْزٌ طَازَجٌ"" : طَرِيٌّ. ""فَاكِهَةٌ طَازَجَةٌ"" ""خُضَارٌ طَازَجٌ""."
152	طِلْسٌ		طلس		صفة			مذكر			مفرد	أَطْلاَسٌ;طُلُوسٌ			DnN				Tn									". 1.""ذِئْبٌ طِلْسٌ"" : لَوْنُهُ بِهِ غَبْرَةٌ إِلَى سَوَادٍ. 2.""ثَوْبٌ طِلْسٌ"" : وَسِخٌ. 3.""صَارَ الكِتَابُ طِلْساً"" : كِتَابَتُهُ مَمْحُوَّةٌ. 4.""جِلْدُ فَخِذِ البَعِيرِ طِلْسٌ"" : إِذَا تَسَاقَطَ شَعْرُهُ."
153	أَطْلاَسٌ		طلس		صفة			مذكر			جمع																	
154	طُلُوسٌ		طلس		صفة			مذكر			جمع																	
155	طَلْقٌ		طلق		صفة			مذكر			مفرد								Tn									"طِلْقٌ-طِلْقٌ [ط ل ق]. 1.""رَجُلٌ طِلْقٌ"" : غَيْرُ مُقَيَّدٍ، مُطْلَقٌ، أَيْ مُتَمَكِّنٌ مِنْ جَمِيعِ التَّصَرُّفَاتِ. 2.""اِفْعَلْ ذَلِكَ فَهُوْ طِلْقٌ لَكَ"" : حَلاَلٌ. 3.""أَنْتَ طِلْقٌ مِنْهُ"" : بَرِيءٌ. 4.""طِلْقُ اللِّسَانِ"" : فَصِيحٌ. 5.""طِلْقُ الوَجْهِ"" : بَشُوشٌ، ضَاحِكٌ."
156	طُلُقٌ		طلق		صفة			مذكر			مفرد								Tn									"طَلِقٌ-طَلِقٌ [ط ل ق] (صِيغَةُ فَعِل). 1.""لِسَانُهُ طَلِقٌ"" : فَصِيحُ اللِّسَانِ. 2.""طَلِقُ الوَجْهِ"" : ضَاحِكُهُ."
157	طِلْقٌ		طلق		صفة			مذكر			مفرد								Tn									"طَلْقٌ-طَلْقٌ [ط ل ق]. 1.""طَلْقُ الْمُحَيَّا"" : بَشُوشٌ، ضَاحِكٌ. ""طَلْقُ الوَجْهِ"". 2.""رَجُلٌ طَلْقُ اليَدَيْنِ"" : كَرِيمٌ، سَخِيٌّ. 3.""خَطِيبٌ طَلْقُ اللِّسَانِ"" : فَصِيحٌ. 4.""يَوْمٌ طَلْقٌ"" : يَوْمٌ مُعْتَدِلٌ. 5.""خَرَجَ إِلَى الْهَوَاءِ الطَّلْقِ"" : الْخَلاَءُ. 6.""طَلْقُ الوِلاَدَةِ "" : وَجَعُهَا."
158	طَامِثٌ		طمث		صفة			مذكر			مفرد	+ات			DnN	Pf			Tn									"طَامِثٌ-طَامِثٌ [ط م ث]. ""اِمْرَأَةٌ طَامِثٌ"" : حَائِضٌ."
159	طَافٌ		طوف		صفة			مذكر			مفرد								Tn									"طَافٌ-طَافٌ [ط و ف]. ""رَجُلٌ طَافٌ"" : كَثِيرُ الطَّوَافِ."
160	طُوَالٌ		طول		صفة			مذكر			مفرد								Tn									"طُوَالٌ-طُوَالٌ [ط و ل]. ""رَجُلٌ طُوَالٌ"" : طَويلٌ. ""حَبْلٌ طُوَالٌ""."
161	طَانٌّ		طين		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"طَانٌّ-طَانٌّ [ط ي ن]. ""مَكَانٌ طَانٌّ"" : كَثِيرُ الطِّينِ."
162	ظِلِّيمٌ		ظلم		صفة			مذكر			مفرد								Tn									"ظِلِّيمٌ-ظِلِّيمٌ [ظ ل م]. ""رَجُلٌ ظِلِّيمٌ"" : كَثيرُ الظُّلْمِ."
163	ظَليمٌ		ظليم		صفة			مذكر			مفرد	ظُلْمانٌ			DnN				Tn									"ج: ظُلْمانٌ. 1.""وَلَدٌ ظَليمٌ"" : مَظْلومٌ. 2. : ذَكَرُ النَّعامِ. ن. نَعامَةٌ."
164	ظُلْمانٌ		ظليم		صفة			مذكر			جمع																	
165	عارِيَّةٌ		عارية		صفة			مذكر			مفرد	+ات;عَوَارِيُّ			DnN	Pf			Tn									ج: عَوَارِيُّ. ن. عَارِيَةٌ.
166	عَوَارِيُّ		عارية		صفة			مذكر			جمع																Non	
167	يَعْبُوبٌ		عبب		صفة			مذكر			مفرد	يَعَابِيبُ			DnN				Tn									"يَعْبُوبٌ - ج: يَعَابِيبُ. [ع ب ب]. 1.""نَهْرٌ يَعْبُوبٌ"" : شَدِيدُ الْجَرْيِ. 2.""جَدْوَلٌ يَعْبُوبٌ"" : كَثِيرُ الْمَاءِ. 3.""أَمْطَرَ الْيَعْبُوبُ"" : السَّحَابُ. 4.""فَرَسٌ يَعْبُوبٌ"" : طَوِيلٌ وَسَرِيعُ الْعَدْوِ. "
168	يَعَابِيبُ		عبب		صفة			مذكر			جمع																Non	
169	عِبْرٌ		عبر		صفة			مذكر			مفرد								Tn									"عِبْرٌ - [ع ب ر]. 1.""عِبْرُ نَهْرٍ"" : شَاطِئُهُ، نَاحِيَتُهُ. 2.""مَجْلِسٌ عِبْرٌ"" : كَثِيرُ الأَهْلِ. 3.""جِمَالٌ عِبْرُ الأَسْفَارِ"" : قَوِيَّةٌ عَلَى السَّيْرِ. 4.""بَنَاتُ عِبْرٍ"" : الْكَذِبُ، الْبَاطِلُ. 5.""أَبُو بَنَاتِ عِبْرٍ"" : الْكَذَّابُ. "
170	عَبَّاسٌ		عبس		صفة			مذكر			مفرد								Tn									"عَبَّاسٌ-عَبَّاسٌ [ع ب س]. 1.""رَجُلٌ عَبَّاسٌ"" : مُقَطِّبٌ، عَبُوسٌ، شَرِسٌ، مُتَجَهِّمٌ. 2.""كَشَّرَ العَبَّاسُ عَنْ أَنْيَابِهِ"" : الأَسَدُ. 3.: اِسْمُ عَلَمٍ لِلْذُّكُورِ. ""عَبَّاسُ، عَبَّاسٌ إِذَا حَضَرَ الوَغَى""."
171	عِتْبٌ		عتب		صفة			مذكر			مفرد								Tn									"عِتْبٌ-عِتْبٌ [ع ت ب]. ""رَجُلٌ عِتْبٌ"" : كَثِيرُ الْعِتَابِ."
172	عَتَدٌ		عتد		صفة			مذكر			مفرد								Tn									"عَتَدٌ-عَتَدٌ (مذ، مُؤ) [ع ت د]. ""فَرَسٌ عَتَدٌ"" : شَدِيدٌ، تَامُّ الخَلْقِ، أَوْ مُعَدٌّ لِلْجَرْيِ."
173	عَتِيٌّ		عتو		صفة			مذكر			مفرد	أَعْتَاءٌ			DnN				Tn									". ""عَتِيٌّ فِي مَسْلَكِهِ"" : مُتَكَبِّرٌ، عَاتٍ."
174	أَعْتَاءٌ		عتو		صفة			مذكر			جمع																	
175	عِتِيٌّ		عتو		صفة			مذكر			مفرد	أَعْتَاءٌ			DnN				Tn									". ""بَلَغَ مِنَ العُمْرِ عِتِيّاً"" : تَقَدَّمَ كَثِيراً فِي السِّنِّ. مريم آية 8 وَقَدْ بَلَغْتُ مِنَ الكِبَرِ عِتِيّا (قرآن)."
176	أَعْتَاءٌ		عتو		صفة			مذكر			جمع																	
177	عَجَاجٌ		عجج		صفة			مذكر			مفرد								Tn									"عَجَاجٌ-عَجَاجٌ [ع ج ج]. ""هَبَّ عَجَاجٌ عَلَى الْمَدِينَةِ"" : غُبَارٌ. "" تَتَكَوَّنُ مَوْجَاتُ عَجَاجٍ تَقْذِفُهَا الرِّيحُ"". (حنا مينه)."
178	عِذَابٌ		عذب		صفة			مذكر			جمع		عَذْب		DnN				Tn									". ""أَطْعِمَةٌ عِذَابٌ"" : سَائِغَةٌ طَعْمُهَا لَذِيذٌ. ""أَمَانٍ عِذَابٌ""."
179	عِرَابٌ		عرب		صفة			مذكر			جمع								Tn									"عِرَابٌ-عِرَابٌ [ع ر ب]. ""خَيْلٌ عِرَابٌ"" : كَرَائِمُ، سَالِمَةٌ مِنَ الْهُجْنَةِ."
180	عَرِبٌ		عرب		صفة			مذكر			مفرد								Tn									"عَرِبٌ-عَرِبٌ [ع ر ب]. 1.""مَاءٌ عَرِبٌ"" : صَافٍ. 2.""رَجُلٌ عَرِبٌ"" : فَصِيحٌ."
181	عَرَمْرَمٌ		عرم		صفة			مذكر			مفرد								Tn									"عَرَمْرَمٌ-عَرَمْرَمٌ [ع ر م]. 1.""وَاجَهَ جَيْشاً عَرَمْرَماً"" : كَثِيراً. 2.""صَبَّ مَطَرٌ عَرَمْرَمٌ"" : شَدِيدٌ."
182	عَزَبٌ		عزب		صفة			مذكر			مفرد	+ات;عُزَّابٌ;أَعْزَابٌ		Ta	DnT	Pf			Tn									"ح: عُزَّابٌ، أَعْزَابٌ. ""رَجُلٌ عَزَبٌ"" : لاَ زَوْجَ لَهُ. ""اِمْرَأَةٌ عَزَبَةٌ""."
183	عُزَّابٌ		عزب		صفة			مذكر			جمع																	
184	أَعْزَابٌ		عزب		صفة			مذكر			جمع																	
185	عَصِيدٌ		عصد		صفة			مذكر			مفرد								Tn									"عَصِيدٌ-عَصِيدٌ [ع ص د]. ""رَجُلٌ عَصِيدٌ"" : مَعْقُودٌ."
186	مُعْصِرٌ		عصر		صفة			مذكر			مفرد	مَعَاصِرُ;مَعَاصِيرُ			DnN				Tn									". ""فَتَاةٌ مُعْصِرٌ"": أَدْرَكَتْ سِنَّ الشَّبَابِ."
187	مَعَاصِرُ		عصر		صفة			مذكر			جمع																Non	
188	مَعَاصِيرُ		عصر		صفة			مذكر			جمع																Non	
189	عِضَاضٌ		عضض		صفة			مذكر			مفرد								Tn									"عِضَاضٌ-عِضَاضٌ [ع ض ض ]. ""رَجُلٌ عِضَاضٌ"" : صَبُورٌ عَلَى الشٍّدَّةِ."
190	عِضَاةٌ		عضه		صفة			مذكر			مفرد								Tn									عِضَاةٌ-عِضَاةٌ [ع ض هـ]. : كُلُّ شَجَرٍ عَظِيمٍ لَهُ شَوْكٌ.
191	عَظِيم		عظم		صفة			مذكر			مفرد	+ون;+ات;عَظَائِمُ		Ta	DnT	Pf	Pm		Tn									". 1.""أُمَّةٌ عَظِيمَةٌ يَشْهَدُ تَارِيخُهَا الْمَجِيدُ بِذَلِكَ"" : كَبِيرَةٌ، قَوِيَّةٌ، لَهَا مَهَابَتُهَا وَجَلاَلُهَا. 2.""إِنَّهَا فَرْحَةٌ عَظِيمَةٌ"" : مُنَاسَبَةٌ كُبْرَى، فَخْمَةٌ. 3.""عَظَائِمُ الأُمُورِ"" : مَصَائِبُهَا، كَوَارِثُهَا."
192	عَظَائِمُ		عظم		صفة			مذكر			جمع																Non	
193	عِفْرٌ		عفر		صفة			مذكر			مفرد	أَعْفَارٌ			DnN				Tn									". 1. : ذَكَرُ الْخَنَازِيرِ. 2.""رَجُلٌ عِفْرٌ"" : خَبِيثٌ. 3.""أَسَدٌ عِفْرٌ"" : جِرِّيءٌ، شَدِيدٌ."
194	أَعْفَارٌ		عفر		صفة			مذكر			جمع																	
195	عَفُوٌّ		عفو		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"عَفُوٌّ-عَفُوٌّ [ع ف و]. ""حَاكِمٌ عَفُوٌّ"" : كَثِيرُ العَفْوِ. النساء آية 99 وَكَانَ اللهُ عَفُوّاً غَفُوراً (قرآن)."
196	عَاقِرٌ		عقر		صفة			مذكر	عاقر	عاقر	مفرد	عَوَاقِرُ;عُقَّرٌ			DnN				Tn									". 1.""اِمْرَأَةٌ عَاقِرٌ"" : لاَ تَلِدُ. 2.""رَجُلٌ عَاقِرٌ"" : لاَ يُولَدُ لَهُ وَلَدٌ."
197	عَوَاقِرُ		عقر		صفة			مذكر			جمع																Non	
198	عُقَّرٌ		عقر		صفة			مذكر			جمع																	
199	عُقْرَةٌ		عقر		صفة			مذكر			مفرد								Tn									"عُقَرَةٌ-عُقَرَةٌ [ع ق ر]. 1.""اِمْرَأَةٌ عُقَرَةٌ"" : فِي رَحِمِهَا دَاءٌ يَمْنَعُهَا مِنَ الْحَبَلِ. 2.""عُقَرَةُ العِلْمِ النِّسْيَانُ"" : عَثْرَةُ، آفَةُ العِلْمِ..."
200	عُقَاقٌ		عقق		صفة			مذكر			مفرد								Tn									"عُقَاقٌ-عُقَاقٌ [ع ق ق]. ""مَاءٌ عُقَاقٌ"" : مُرٌّ."
201	عَقِيفَةٌ		عقق		صفة			مذكر			مفرد	عَقَائِفُ			DnN				Tn									". ""شَوْكَةٌ عَقِيفَةٌ"" : مَلْوِيَّةٌ كَالصِّنَّارَةِ."
202			عقق		صفة			مذكر																			Non	
203	عَقَامٌ		عقم		صفة			مذكر			مفرد								Tn									"عَقَامٌ-عَقَامٌ [ع ق م]. 1.""يَوْمٌ عَقَامٌ"" : شَدِيدٌ، عُقَامٌ. 2.""رَجُلٌ عَقَامٌ"" : لاَ يُولَدُ لَهُ."
204	عُقَامٌ		عقم		صفة			مذكر			مفرد								Tn									"عُقَامٌ-عُقَامٌ [ع ق م]. 1.""حَرْبٌ عُقَامٌ"" : شَدِيدَةٌ. 2.""يَوْمٌ عُقَامٌ"" : شَدِيدٌ. 3.""دَاءٌ عُقَامٌ"" : دَاءٌ عُضَالٌ، لاَ يُبْرَأُ مِنْهُ، لاَ يُرْجَى مِنْهُ شِفَاءٌ."
205	عُلْوٌ		علو		صفة			مذكر			مفرد								Tn									"عَلْوٌ-عَلْوٌ [ع ل و]. ""أَخَذَهُ عَلْواً"" : قَهْراً وَعَنْوَةً وَتَعَسُّفاً."
206	عِلْيٌ		علي		صفة			مذكر											Tn									"""هُمْ مِنْ عِلْيِ الْقَوْمِ"" : عُلِّيَّة، أَيْ مِنْ خِيَارِهِمْ وَأَشْرَافِهِمْ."
207	عُمْيٌ		عمي		صفة			مذكر			جمع				DnN				Tn									". ""هُمْ عُمْيٌ"" : فَاقِدُو الْبَصَرِ.البقرة آية 18صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لاَ يَرْجِعُونَ (قرآن)."
208	عَنِيٌّ		عني		صفة			مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	PmS		Tn									"عَنِيٌّ-عَنِيٌّ [ع ن ي]. ""عَنِيٌّ بِاْلأَمْرِ"" : مُهْتَمٌّ بِهِ . "
209	مُعَادٌ		عود		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مُعَادٌ-مُعَادٌ [ع و د]. ""كَلاَمٌ مُعَادٌ"" : مُكَرَّرٌ."
210	مُعْوِرٌ		عور		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مُعْوِرٌ-مُعْوِرٌ، ةٌ [ع و ر]. 1.""رَجُلٌ مُعْوِرٌ"" : سَيِّءُ الأَخْلاَقِ، قَبِيحُ الأَعْمَالِ. 2.""غَابَةٌ مُعْوِرَةٌ"" : مَخُوفَةٌ."
211	مِعْوَزٌ		عوز		صفة			مذكر			مفرد	+ات;مَعَاوِزُ;مَعَاوِزَةٌ		Ta	DnT	Pf			Tn									". ""ثَوْبٌ مِعْوَزٌ"": بَالٍ، مُهْتَرِئٌ، مُسْتَعْمَلٌ."
212	مَعَاوِزُ		عوز		صفة			مذكر			جمع																	
213	مَعَاوِزَةٌ		عوز		صفة			مذكر			جمع																	
