#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
569	وَبِرٌ		وبر	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَبِرٌ-وَبِرٌ، ةٌ [و ب ر] (صِيغَةُ فَعِل). ""جَمَلٌ وَبِرٌ"" : كَثِيرُ الوَبَرِ."
570	وَثِرٌ		وثر	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَثِرٌ-وَثِرٌ [و ث ر] (صِيغَةُ فَعِل). ""فِرَاشٌ وَثِرٌ"" : وَطِئٌ، لَيِّنٌ."
571	وَجِعٌ		وجع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;وَجْعَى;وَجَاعَى;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل). ""طِفْلٌ وَجِعٌ"" : مُتَأَلِّمٌ. ""اِمْرَأَةٌ وَجِعَةٌ""."
574	وَجِلٌ		وجل	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;وِجَالٌ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل). ""وَجَدَهُ وَجِلاً"" : خَائِفاً، فَزِعاً."
576	وَجِمٌ		وجم	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَجِمٌ-وَجِمٌ [و ج م] (صِيغَةُ فَعِل). ""ظَلَّ وَجِماً فِي زَاوِيَةِ البَيْتِ"" : سَاكِناً، وَاجِماً، عَابِساً لِشِدَّةِ حُزْنٍ."
577	وَجِهٌ		وجه	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَجِهٌ-وَجِهٌ [و ج هـ] (صِيغَةُ فَعِل). ""رَجُلٌ وَجِهٌ"" : صَاحِبُ الْجَاهِ."
578	وَحِدٌ		وحد	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَحَدٌ-وَحَدٌ، ةٌ [و ح د]. 1.""هُوَ وَحَدٌ"" : مُنْفَرِدٌ بِنَفْسِهِ. 2.""رَجُلٌ وَحَدٌ"" : أَيْ لاَ يُعْرَفُ نَسَبُهُ وَلاَ أَصْلُهُ."
579	وَحِلٌ		وحل	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَحِلٌ-وَحِلٌ، ةٌ [و ح ل] (صِيغَةُ فَعِل). ""دَخَلَ البَيْتَ بِ"
580	وَحِمٌ		وحم	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَحَمٌ-وَحَمٌ [و ح م] (مص. وَحِمَ). 1.""وَحَمُ الْمَرْأَةِ الْحُبْلَى"" : اِسْمٌ لِمَا"
581	وَخِمٌ		وخم	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَخِمٌ-وَخِمٌ، ةٌ [و خ م] (صِيغَةُ فَعِل). 1.""مَكَانٌ وَخِمٌ"" : وَبِيءٌ. ""أَرْضٌ وَخِمَةٌ"". 2.""رَجُلٌ وَخِمٌ"" : ثَقِيلٌ."
582	وَدِكٌ		ودك	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَدَكٌ-وَدَكٌ [و د ك] (مص. وَدِكَ). 1.""رَجُلٌ ذُو وَدَكٍ"" : سَمِينٌ وَدَسِمٌ. 2.""الوَدَكُ"" : دَسَمُ "
583	وَرِبٌ		ورب	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَرِبٌ-وَرِبٌ [و ر ب] (صِيغَةُ فَعِل). ""جَوْفٌ وَرِبٌ"" : فَاسِدٌ. ""دَمٌ وَرِبٌ""."
584	وَرِسٌ		ورس	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَرِسٌ-وَرِسٌ [و ر س] (صِيغَةُ فَعِل). ""ثَوْبٌ وَرِسٌ"" : أَحْمَرُ."
585	وَرِعٌ		ورع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَرِعٌ-وَرِعٌ [و ر ع] (صِيغَةُ فَعِل). """
586	وَرِقٌ		ورق	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَرِقٌ-وَرِقٌ، ةٌ [و ر ق] (صِيغَةُ فَعِل). 1.""شَجَرٌ وَرِقٌ"" : كَثِيرُ الوَرَقِ. 2.""شَجَرَةٌ وَرِقَةٌ"" : خَضْرَاءُ الوَرَقِ، مُورِقَةٌ زَاهِيَةٌ."
587	وَرِهٌ		وره	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَرِهٌ-وَرِهٌ، ةٌ [و ر هـ] (صِيغَةُ فَعِل). ""اِمْرَأَةٌ وَرِهَةٌ"" : كَثِيرَةُ الشَّحْمِ."
588	وَسِخٌ		وسخ	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَسِخٌ-وَسِخٌ [و س خ] (صِيغَةُ فَعِل). """
589	وَسِنٌ		وسن	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَسِنٌ-وَسِنٌ [و س ن] (صِيغَةُ فَعِل). """
590	وَصِبٌ		وصب	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;وَصَابَى;وِصَابٌ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل). ""رَجُلٌ وَصِبٌ"" : مَرِيضٌ."
593	وَعِثٌ		وعث	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَعِثٌ-وَعِثٌ [و ع ث] (صِيغَةُ فَعِل). ""طَرِيقٌ وَعِثٌ"" : وَعِرٌ، عَسِرٌ، صَعْبُ الْمَسَالِكِ."
594	وَعِرٌ		وعر	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَعِرٌ-وَعِرٌ، ةٌ [و ع ر] (صِيغَةُ فَعِل). ""مَكَانٌ وَعِرٌ"" : صَعْبٌ، أَوْ مَخُوفٌ."
595	وَعِقٌ		وعق	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَعِقٌ-وَعِقٌ، ةٌ [و ع ق] (صِيغَةُ فَعِل). ""وَلَ"
596	وَعِكٌ		وعك	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									وَعِكٌ-وَعِكٌ [و ع ك] (صِيغَةُ فَعِل).
597	وَغِلٌ		وغل	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَغِلٌ-وَغِلٌ [و غ ل] (صِيغَةُ فَعِل). 1.""رَجُلٌ وَغِلٌ"" : مُدَّعٍ نَسَباً كَاذِباً. 2.""حَيَوَانٌ وَغِلٌ"" : سَيِّءُ الغِذَاءِ."
598	وَقِحٌ		وقح	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَقِحٌ-وَقِحٌ [و ق ح] (صِيغَةُ فَعِل). ""وَلَدٌ وَقِحٌ"" : قَلِيلُ الْحَيَاءِ، ذُو وَقَاحَةٍ، الْمُجْتَرِئُ عَلَى القَبَائِحِ."
599	وَلِعٌ		ولع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَلِعٌ-وَلِعٌ [و ل ع] (صِيغَةُ فَعِل). ""شَاب"
600	وَمِدٌ		ومد	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَمِدٌ-وَمِدٌ، ةٌ [و م د] (صِيغَةُ فَعِل). 1.""يَوْمٌ وَمِدٌ"" : شَدِيدُ الْحَرِّ مَعَ"
601	وَهِجٌ		وهج	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَهِجٌ-وَهِجٌ [و هـ ج] (صِيغَةُ فَعِل). ""نَهَارٌ وَهِجٌ"": شَدِيدُ الْحَرِّ."
602	وَهِلٌ		وهل	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَهِلٌ-وَهِلٌ [و هــ ل] (صِيغَةُ فَعِل). ""كَانَ وَهِلاً فِي مَخْبَئِهِ"" : فَزِعاً."
603	يَبِسٌ		يبس	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"يَبِسٌ-يَبِسٌ [ي ب س] (صِيغَةُ فَعِل). ""زَرْعٌ يَبِسٌ"" : يَابِسٌ، جَافٌّ بَعْدَمَا كَانَ رَطْباً."
604	يَقِظٌ		يقظ	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;أَيْقَاظٌ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل). ""رَجُلٌ يَقِظٌ"" : حَذِرٌ، فَطِنٌ، مُتَنَبِّهٌ. ""ظَلَّ يَقِظاً مُتَرَقِّباً كُلَّ حَرَكَةٍ""."
606	يَقِنٌ		يقن	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"يَقَنٌ-يَقَنٌ [ي ق ن] (مص. يَقِنَ). ""رَجُلٌ يَقَنٌ"" : لاَ يَسْمَعُ شَيْئاً إِلاَّ أَيْقَنَ بِهِ وَلاَ يُكَذِّبُهُ، أَيْ لاَ يَشُكُّ فِيهِ. ""هُوَ ذُو يَقَنٍ""."
607	تَرِفٌ		ترف	فَعِلٌ	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"تَرَفٌ-تَرَفٌ [ت ر ف] (مص. تَرِفَ). ""عَاشَ فِي تَرَفٍ"" : عَاشَ فِي رَغَدٍ وَسَعَةِ عَيْشٍ، فِي تَنَعُّمٍ."
608	حَلِقٌ		حلق	فَعِلٍ	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"حَلِقٌ-حَلِقٌ [ح ل ق] (صِيغَةُ فَعِلٍ). ""وَلَدٌ حَلِقٌ"" : لاَ شَعْرَ فِيهِ نَابِتٌ."
609	خَنِثٌ		خنث	فَعِلَ	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"خَنِثٌ-خَنِثٌ [خ ن ث] (صِيغَةُ فَعِلَ). ""وَلَدٌ خَنِثٌ"": مُدَلَّلٌ، عَلَى صُورَةِ الرِّجَالِ وَالنِّسَاءِ."
610	بَهِجٌ		بهج	فعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"بَهِجٌ-بَهِجٌ [ب هـ ج] (صِيغَةُ فعِل). 1.""كَانَ بَهِجاً بِنَجَاحِهِ"" : مَسْرُوراً، فَرِحاً."
611	شَكِسٌ		شكس	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"شَكِسٌ-شَكِسٌ [ش ك س] (صِيغة فَعِل). ""وَلَدٌ شَكِسٌ "" : سَيِّئُ الْخُلُقِ وَالْمُعَاشَرَةِ."
612	نَهِمٌ		نهم	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"(صِيغةُ فَعِل). ""رَجُلٌ نَهِم"
613	دَمِيٌ		دمي	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	PmS		Tn									"دَمِيٌ-دَمِيٌ [د م ي] (صيغَة فَعِل). ""جُرْحٌ دَمِيٌ"" : جُرْحٌ خَرَجَ مِنْهُ الدَّمُ."
614	بَدِنٌ		بدن	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"بَدِنٌ-بَدِنٌ [ب د ن] (صيغَةُ فَعِل. ""رَجُلٌ بَدِنٌ"" : سمينٌ مُكْتَنِزٌ."
615	حَصِرٌ		حصر	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"حَصِرٌ-حَصِرٌ [ح ص ر] (صيغَةُ فَعِل). 1.""وَلَدٌ حَصِرٌ"": عَاجِزٌ فِي نُطْقِهِ، غَيْرُ مُتَمَكِّنٍ مِنَ الكَلاَمِ. 2.""رَجُلٌ حَصِرٌ"" : ضَيِّقُ الصَّدْرِ، أَوْ بَخِيلٌ، أَوْكَتُومٌ لِلسِّرِّ."
616	دَرِنٌ		درن	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"دَرِنٌ-دَرِنٌ [د ر ن] (صيغَةُ فَعِل). ""ثَوْبٌ دَرِنٌ"" : وَسِخٌ."
617	دَعِبٌ		دعب	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"دَعِبٌ-دَعِبٌ [د ع ب] (صيغَةُ فَعِل). ""وَلَدٌ دَعِبٌ"": مُمازِحٌ، دَاعِبٌ."
618	دَعِرٌ		دعر	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"دَعَرٌ-دَعَرٌ [د ع ر] (مص. دَعرَ). ""كَثُرَ الدَّعَرُ فِي الْمَدِينَةِ"": سَادَ فِيهَا الفِسْقُ وَالفَسَادُ."
619	دَنِسٌ		دنس	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;أَدْناسٌ;		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعِل). ""رَجُلٌ دَنِسٌ"" : وَسِخٌ، نَجِسٌ، مُتَلَطِّخٌ بِالقَبيحِ."
621	دَنِفٌ		دنف	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;أَدْنافٌ;		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعِل). ""مَريضٌ دَنِفٌ"" : مَريضٌ لَزِمَهُ الْمَرَضُ الشَّديدُ."
623	دَهِشٌ		دهش	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"دَهِشٌ-دَهِشٌ [د هـ ش] (صيغَةُ فَعِل). ""وَجَدْتُهُ دَهِشاً"" : مُتَحَيِّراً."
624	دَهِيٌ		دهي	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;دَهونَ;		Ta	DnN	Pf	PmS		Tn									"(صيغَةُ فَعِل). ""وَلَدٌ دَهِيٌ"" : ذو دَهاءٍ."
625	ذَرِبٌ		ذرب	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;ذَرْبٌ;		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعِل). 1.""رَجُلٌ ذَرِبُ اللِّسانِ"" : حَديدُهُ. 2.""لِسانٌ ذَرِبٌ"" : فَصيحٌ. 3.""رَجُلٌ ذَرِبٌ"" : فاحِشٌ."
627	وَحَدٌ		وحد	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"وَحِدٌ-وَحِدٌ، ةٌ [و ح د] (صِيغَةُ فَعِل). ""هُوَ وَحِدٌ"" : مُنْفَرِدٌ بِنَفْسِهِ."
628	زَغِبٌ		زغب	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"زَغِبٌ-زَغِبٌ[ز غ ب] (صيغَةُ فَعِل). 1.""وَلَدٌ زَغِبٌ"" : كانَ ذا زَغَبٍ. 2.""فَرْخٌ زَغِبٌ"" : ظَهَرَ رِيشُهُ."
629	شَمِقٌ		شمق	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"شَمِقٌ-شَمِقٌ [ش م ق] (صيغَةُ فَعِل). ""ثَوْبٌ شَمِقٌ"": مُخَرَّقٌ."
630	شَمِلٌ		شمل	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"شَمِلٌ-شَمِلٌ [ش م ل] (صيغَةُ فَعِل).""رَجُلٌ شَمِلٌ"" : مُلْتَفٌّ، مُشْتَمِلٌ بِالشَّمْلَةِ."
631	ضَرِبٌ		ضرب	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									ضَرَبٌ-ضَرَبٌ [ض ر ب] (مص. ضَرِبَ). : عَسَلٌ أَبْيَضُ غَلِيظٌ.
632	ضَرِعٌ		ضرع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;ضُرُوعٌ;ضَرَعَةٌ;		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعِل). ""رَجُلٌ ضَرِعٌ"" : مُتَذَلِّلٌ، خَاضِعٌ."
635	ظَلِفٌ		ظلف	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ظَلَفٌ-ظَلَفٌ، ةٌ [ظ ل ف] (مص. ظَلِفَ). 1.""أَرْضٌ ظَلَفَةٌ"": صَلْبَةٌ،"
636	غَوِيٌ		غوي	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	PmS		Tn									"غَوِيٌ-غَوِيٌ [غ و ي] (صيغَةُ فَعِل). ""شَابٌّ غَوِيٌ"" : ضَالٌّ، مُنْقَادٌ لِلْهَوَى."
637	فَزِعٌ		فزع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"فَزَعٌ-فَزَعٌ [ف ز ع] (مص. فَزِعَ). ""اِسْتَبَدَّ بِهِ الْفَزَعُ"" : الْخَوْفُ، الْهَلَعُ، الذُّعْرُ."
638	تَعِبٌ		تعب	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"(صيغة فَعِل). ""رَجُلٌ تَعِبٌ"" : أَصَابَهُ التَّعَبُ."
639	ذَرِعٌ		ذرع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"ذَرِعٌ-ذَرِعٌ [ذ ر ع] (صِيغَةُ فَعِيل). 1.""رَجُلٌ ذَرِعٌ"" : طَويلُ اللِّسانِ بِالشَّرِّ. 2.""مُسافِرٌ ذَرِعٌ"" : يَسيرُ لَيْلاً وَنَهاراً."
640	ثَلِبٌ		ثلب	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ثَلِبٌ-ثَلِبٌ، ةٌ [ث ل ب] (صيغة فَعِل). 1. ""أَمْرٌ ثَلِبٌ"": مَعِيبٌ. 2. ""رُمْحٌ ثَلِبٌ"" : مُتَشَقِّقٌ."
641	رَنِقٌ		رنق	فَعِل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَنَقٌ-رَنَقٌ [ر ن ق] (مص. رَنِقَ). ""ماءٌ رَنَقٌ"" : كَدِرٌ."
642	سَعِرٌ		سعر	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"سُعُرٌ-سُعُرٌ [س ع ر]. ""بِهِ سُعُرٌ"" : جُنُونٌ.القمر آية 24 إنَّا إذاً لَفِي ضَلاَلٍ وَسُعُرٍ (قرآن)."
643	لَقِفٌ		لقف	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"لَقِفٌ-لَقِفٌ [ل ق ف] (صيغة فَعِل). 1. ""رَجُلٌ لَقِفٌ"" : حَاذِقٌ، سَرِيعُ الْفَهْمِ "
644	حَرِجٌ		حرج	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"حَرَجٌ-حَرَجٌ [ح ر ج] (مص. حَرِجَ). 1.""اِخْتَبَأَ الذِّئْبُ في حَرَجٍ"" : في مَكانٍ ضَيِّقٍ كَثيرِ الأشْجارِ. 2.""لاَ حَرَجَ عَلَيْكَ"" : لاذَنْبَ عَلَيْكَ، لاَ اعْتِراضَ. 3.""حَدِّثْ وَلا حَرَجَ"" : تَكَلَّمْ كَما يَبْدُو لَكَ، وَلا خَوْفَ مِنَ الْمُبالَغَةِ، لاَ ضَيْقَ عَلَيْكَ."
645	حَسِكٌ		حسك	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"حَسِكٌ-حَسِكٌ [ح س ك] (صيغةُ فَعِل). ""رَجُلٌ حَسِكٌ"" : حَاقِدٌ، غَاضِبٌ."
646	حَمِسٌ		حمس	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"حَمِسٌ-حَمِسٌ [ح م س] (صيغةُ فَعِل). ""كَانَ حَمِساً فِي القِتَالِ"" : شُجَاعاً، صَلْباً."
647	رَعِشٌ		رعش	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"رَعَشٌ-رَعَشٌ [ر ع ش] (مص. رَعِشَ). ""أَخَذَهُ رَعَشُ الحُمَّى"" : أَخَذَتْهُ الرِّعْدَةُ، الرَّجْفُ."
648	لَهِجٌ		لهج	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"لَهِجٌ-لَهِجٌ [ل هـ ج] (صِيغَةُ فَعِل لِلْمُبَالَغَةِ). ""لَهِجٌ بِذِكْرِهِ"": مُولَعٌ بِهِ، مُثَابِرٌ، مُدَاوِمٌ عَلَيْهِ."
649	مَرِحٌ		مرح	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;مَرْحَى;مَرَاحَى;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل لِلْمُبَالَغَةِ). ""شَابٌّ مَرِحٌ"" : فَرِحٌ، نَشِيطٌ."
652	حَذِرٌ		حذر	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل لِلْمُبالَغَةِ). ""كانَ حَذِراً في تَعامُلِهِ"" : مُتَحَرِّزاً، مُحْتَرِساً."
653	سَلِسٌ		سلس	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"سَلَسٌ-سَلَسٌ [س ل س] (مص. سَلِسَ). 1.""مَوْقِفٌ سَلَسٌ"": فِيهِ سُهُولَةٌ وَانْقِيَادٌ. 2.""سَلَسُ البَوْلِ"" : عَدَمُ اسْتِمْسَاكِهِ."
654	طَمِعٌ		طمع	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِل لِلْمُبالَغَةِ). ""رَجُلٌ طَمِعٌ"" : الطَّمَّاعُ، أَيِ الرَّاغِبُ فِي الْحُصُولِ عَلَى شَيْءٍ بِرَغْبَةٍ شَدِيدَةٍ وَبِنَهَمٍ."
655	مَلِقٌ		ملق	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"مَلَقٌ-مَلَقٌ [م ل ق] (مص. مَلَقَ). "" أَظْهَرَ لَهُ الْمَلَقَ"" : الوُدَّ، التَّذَلُّلَ عَكْسَ مَا يُضْمِرُ لَهُ فِي قَلْبهِ."
656	أَرِجٌ		ءرج	فَعِل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"أَرِجٌ-أَرِجٌ [أ ر ج] (صيغَةُ فَعِل لِلمُبالَغَةِ). ""عِطْرٌ أَرِجٌ"" : تَفُوحُ مِنْهُ رَائِحَةٌ طَيِّبَةٌ."
657	مَلُولٌ		ملل	فَعُول	صيغة			مذكر			مفرد	+ون;+ات		Ta	DnN	Pf	Pm		Tn									"مَلُولٌ-مَلُولٌ [م ل ل] (مذ، مؤ). ""رَجُلٌ مَلُولٌ"" : ذُو مَلَلٍ. ""اِمْرَأَةٌ مَلُولٌ""."
659	حَسُودٌ		حسد	فَعُول	صيغة			مذكر			مفرد	+ون;+ات;حُسُدٌ;		Ta	DnN	Pf	Pm		Tn									"(لِلْمُذَكَّرِ وَ الْمُؤَنَّثِ). ""رَجُلٌ حَسُودٌ"" : حَاسِدٌ، مَنْ يَحْسُدُ النَّاسَ عَلَى نِعَمِهِمْ وَيَتَمَنَّى زَوَالَهَا وَتَحَوُّلَهَا عَنْهُمْ، مَنْ كَانَ طَبْعُهُ الحَسَدَ. ""الحَسُودُ لاَ يَسُودُ"" اِصْبِرْ عَلَى مَضَضِ الحَسُو*دِ فإنَّ صَبْرَكَ قَاتِله، النّـَـارُ تـأْكُلُ بَعْضَهَـا*إنْ لَمْ تَجِدْ مَا تَأكُله."
661	شَفُوقٌ		شفق	فَعُول	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"شَفُوقٌ-شَفُوقٌ [ش ف ق] (صِيغَة فَعُول). ""رَجُلٌ شَفُوقٌ"" : ذُو شَفَقَةٍ."
663	هَبُوطٌ		هبط	فَعُول	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"هَبُوطٌ-هَبُوطٌ [هـ ب ط] (صِيغَة فَعُول). ""اِنْحَدَرَ فِي الْهَبُوطِ"" : مَكَانٌ فِي الأَرْضِ يُنْحَدَرُ مِنْهُ."
665	لَدُودٌ		لدد	فَعُول	صيغة			مذكر			مفرد	+ون;+ات;أَلِدَّةٌ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعُـول). ""عَدُوٌّ لَدُودٌ"" : "
