#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
268	مُعْطاة	معطاة	عطي		مفعول	أَعْطَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. مِن أَعْطَى). ""جَاءَ بِمُعْطـىً جَدِيدٍ"" : بِمُسَلَّمَةٍ لِيَتَوَصَّلَ بِهَا إِلَى مَعْرِفَةِ قَضِيَّةٍ مَجْهُولَةٍ. ""طَرَحَ مُعْطَيَاتٍ لِلتَّفْكِيرِ فِيهَا""."
269	مُعْفَى	معفى	عفو		مفعول	أَعْفَى		مذكر			مفرد	+ون			Dy		Pm		Tn									"(مفع. مِن أَعْفَى). ""مُعْفـىً مِنَ الضَّرَائِبِ"" : مُسْتَثْنىً مِنْ أَدَائِهَا. ""بَضَائِعُ مُعْفَاةٌ مِنَ الرُّسُومِ الجُمْرُكِيَّةِ"" ""مُعْفـىً مِنَ الخِدْمَةِ العَسْكَرِيَّةِ""."
270	مُعْفاة	معفاة	عفو		مفعول	أَعْفَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. مِن أَعْفَى). ""مُعْفـىً مِنَ الضَّرَائِبِ"" : مُسْتَثْنىً مِنْ أَدَائِهَا. ""بَضَائِعُ مُعْفَاةٌ مِنَ الرُّسُومِ الجُمْرُكِيَّةِ"" ""مُعْفـىً مِنَ الخِدْمَةِ العَسْكَرِيَّةِ""."
271	مُعْلَنٌ	معلن	علن		مفعول	أَعْلَنَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُعْلَنٌ-مُعْلَنٌ، ةٌ [ع ل ن] (مفع. مِن أَعْلَنَ). 1.""خَبَرٌ مُعْلَنٌ"": خَبَرٌ مُذَاعٌ. 2.""حُكْمٌ مُعْلَنٌ"" : حُكْمٌ مُصَرَّحٌ بِهِ. 3.""حَرْبٌ مُعْلَنَةٌ"" : مَكْشُوفَةٌ لِلْعَامِّ والخَاصِّ."
272	مُغْتَالٌ	مغتال	غيل		مفعول	اِغْتَالَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن اِغْتَالَ). ""وَجَدُوهُ مُغْتَالاً فِي غُرْفَتِهِ"" : أَيْ وَقَعَ قَتْلُهُ عَلَى حِينِ غَفْلَةٍ."
273	مُغْتَصَبٌ	مغتصب	غصب		مفعول	اِغْتَصَبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"( مفع. مِن اِغْتَصَبَ). 1. ""مَالٌ مُغْتَصَبٌ"" : مَالٌ أُخِذَ قَهْراً وغَصْباً. 2.""اِمْرَأَةٌ مُغْتَصَبَةٌ"" : اِمْرَأَةٌ اُعْتُدِيَ عَلَيْهَا جِنْسِيّاً عَلَى الرَّغْمِ مِنْهَا."
274	مُغْرَمٌ	مغرم	غرم		مفعول	أَغْرَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن أَغْرَمَ). 1. ""مُغْرَمٌ بِلُعْبَةِ الشِّطْرَنْجِ"" : مُولَعٌ بِهَا. ""فَتَاةٌ مُغْرَمَةٌ بِالأَزْهَارِ"". 2. ""مُغْرَمٌ بِهَا"" : عَاشِقٌ لَهَا."
275	مُغْفَلٌ	مغفل	غفل		مفعول	أَغْفَلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن أَغْفَلَ). 1. ""رَجُلٌ مُغْفَلٌ"" : رَجُلٌ مَجْهُولُ الاسْمِ. 2. ""شَرِكَةٌ مُغْفَلَةٌ"" : شَرِكَةٌ مَجْهُولَةُ الاسْمِ."
276	مُغْلَقٌ	مغلق	غلق		مفعول	أَغْلَقَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"مُغْلَقٌ-مُغْلَقٌ [غ ل ق] (مفع. مِن أَغْلَقَ). 1. ""بَابٌ مُغْلَقٌ"" : مَسْدُودٌ. ""أَبْوَابٌ مُغ"
277	مُغْمَدٌ	مغمد	غمد		مفعول	أَغْمَدَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									مُغْمَدٌ-مُغْمَدٌ [غ م د] (مفع. مِن أَغْمَدَ
278	مُغْمَى	مغمى	غمي		مفعول	أُغْمِيَ		مذكر			مفرد	+ون 			Dy		Pm		Tn									"(مفع. مِن أُغْمِيَ). ""سَقَطَ مُغْمىً عَلَيْهِ"" : سَقَطَ فَاقِداً لِلحَرَكَةِ والحِسِّ، مَغْشِيّاً عَلَيْهِ."
279	مُغْماةٌ	مغماة	غمي		مفعول	أُغْمِيَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مفع. مِن أُغْمِيَ). ""سَقَطَ مُغْمىً عَلَيْهِ"" : سَقَطَ فَاقِداً لِلحَرَكَةِ والحِسِّ، مَغْشِيّاً عَلَيْهِ."
280	مُفْتَرَضٌ	مفترض	فرض		مفعول	اِفْتَرَضَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"مُفْتَرَضٌ-مُفْتَرَضٌ، ةٌ [ف ر ض] (مفع. مِن اِفْتَرَضَ) ""مِنَ الْمُفْتَرَضِ أَنْ يَحْضُرَ الآنَ"" : مِنَ الْمُسَلَّمِ بِهِ ..."
281	مُفْتَرَقٌ	مفترق	فرق		مفعول	اِفْتَرَقَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"مُفْتَرَقٌ-مُفْتَرَقٌ [ف ر ق] (مفع. مِن اِفْتَرَقَ). 1.""عِنْدَ مُفْتَرَقِ الطُّرُقِ"" : عِنْدَ مَفْرَقِهَا، مُنْعَطَفِهَا. 2.""اِنْتَهَتِ الأَزْمَةُ إِلَى مُفْتَرَقِ الطُّرُقِ"" : إِلَى مَوْقِفٍ مُتَشَعِّبٍ."
282	مُفْتَعَلٌ	مفتعل	فعل		مفعول	اِفْتَعَلَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"مُفْتَعَلٌ-مُفْتَعَلٌ، ةٌ [ف ع ل] (مفع. مِن اِفْتَعَلَ). 1.""صِرَاعٌ مُفْتَعَلٌ"" : مُصْطَنَعٌ. 2.""شِعْرٌ مُفْ"
283	مُفْحَمٌ	مفحم	فحم		مفعول	أَفْحَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُفْحَمٌ، ةٌ - ج: ـون، ـات. [ف ح م]. (مفع. مِن أَفْحَمَ). ""وَجَدَ نَفْسَهُ مُفْحَماً بِالأَدِلَّةِ"" : عَاجِزاً عَنِ الرَّدِّ"
284	مُفْرَدٌ	مفرد	فرد		مفعول	أَفْرَدَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"(مفع. مِن أَفْرَدَ). 1.""اِسْمٌ مُفْرَدٌ"" : وَاحِدٌ. ""وَلَدٌ مُفْرَدُ أَوْلاَدٍ"". 2.""خَرَجَ بِمُفْرَدِهِ"" : خَرَجَ وَحْدَهُ، عَلَى حِدَةٍ. 3.""الأَرْقَامُ الْمُفْرَدَةُ"" :"
285	مُفْرَغٌ	مفرغ	فرغ		مفعول	أَفْرَغَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"مُفْرَغٌ-مُفْرَغٌ، ةٌ [ف ر غ] (مفع. من أَفْرَغَ). 1. ""دِرْهَمٌ مُفْرَغٌ"": الدِّرْهَمُ الْمَصْبُوبُ فِي قَالَبٍ غَيْرِ مَضْرُوبٍ. 2. ""يَدُورُ فِي حَلْقَةٍ مُفْرَغَةٍ"" : الْحَلْقَةُ الفَارِغَةُ مِنْ جَوْفِهَا الْمَقْطُوعَةُ الأَطْرَافِ."
286	مُفْعَمٌ	مفعم	فعم		مفعول	أَفْعَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من أَفْعَمَ). ""مُفْعَمٌ بِالنَّشَاطِ والْحَيَوِيَّةِ"" : مُمْتَلِئٌ. ""أَجَابَ بِلَهْفَةٍ فَاتِرَةٍ ولَكِنَّهَا مُفْعَمَةٌ بِالتَّهَكُّمِ والتَّأْنِيبِ"". (ع. م. العقاد)."
287	مُقْتَبَسٌ	مقتبس	قبس		مفعول	اِقْتَبَسَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقْتَبَسٌ-مُقْتَبَسٌ، ةٌ [ق ب س] (مفع. من اِقْتَبَسَ). 1. ""مُقْتَبَسُ النَّارِ"" : الجَمْرُ مِنْهَا. 2. ""عَمَلٌ مُقْتَ"
288	مُقْتَحَمٌ	مقتحم	قحم		مفعول	اِقْتَحَمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقْتَحَمٌ-مُقْتَحَمٌ، ةٌ [ق ح م] (مفع. من اِقْتَحَمَ). ""مَنْزِل"
289	مُقْتَرَحٌ	مقترح	قرح		مفعول	اِقْتَرَحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من اِقْتَرَحَ). ""تَقَدَّمَ بِمُقْتَرَحٍ جَدِيدٍ"" : بِفِكْرَةٍ تَتضَمَّنُ شَيْئاً جَدِيداً. "" لَمْ يَنَلِ الْمُقْتَرَحُ الْمُقَدَّمُ رِضَى الجَمِيعِ""."
290	مُقْتَرَضٌ	مقترض	قرض		مفعول	اِقْتَرَضَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقْتَرَضٌ-مُقْتَرَضٌ، ةٌ [ق ر ض] (مفع. من اِقْتَرَضَ). ""الْمَ"
291	مُقْتَضَبٌ	مقتضب	قضب		مفعول	اِقْتَضَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقْتَضَبٌ-مُقْتَضَبٌ، ةٌ [ق ض ب] (مفع. من اِقْتَضَبَ). 1.""كَلاَمٌ مُقْتَضَبٌ"" : مُوجَزٌ، مُخْتَصَرٌ. 2. ""الْبَح"
292	مُقْتَضَى	مقتضى	قضي		مفعول	اِقْتَضَى		مذكر			مفرد	+ات 			Dy	Pf			Tn									"(مفع. من اِقْتَضَى). ""مُقْتَضَيَاتُ العَمَلِ"" : مُتَطَلَّبَاتُهُ. ""لِكُلِّ حِرْفَةٍ مُقْتَضَيَاتُهَا""."
293	مُقْتَضاةٌ	مقتضاة	قضي		مفعول	اِقْتَضَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. من اِقْتَضَى). ""مُقْتَضَيَاتُ العَمَلِ"" : مُتَطَلَّبَاتُهُ. ""لِكُلِّ حِرْفَةٍ مُقْتَضَيَاتُهَا""."
294	مُقْتَطَعٌ	مقتطع	قطع		مفعول	اِقْتَطَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقْتَطَعٌ-مُقْتَطَعٌ، ةٌ [ق ط ع] (مفع. من اِقْتَطَعَ). ""حَجَرٌ مُقْتَطَعٌ مِنَ الجَبَلِ"" : مَفْصُولٌ."
295	مُقْتَطَفٌ	مقتطف	قطف		مفعول	اِقْتَطَفَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									مُقْتَطَفٌ-مُقْتَطَفٌ، ةٌ [ق ط ف] (مفع. من اِقْتَطَفَ). 
296	مُقْتَلَعٌ	مقتلع	قلع		مفعول	اِقْتَلَعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من اِقْتَلَعَ). ""مُقْتَلَعٌ م"
297	مُقْعَدٌ	مقعد	قعد		مفعول	أَقْعَدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن أَقْعَدَ). ""رَجُلٌ مُقْعَدٌ"" : مُصَابٌ بِدَاءِ القُعَادِ يَمْنَعُهُ مِنَ الْمَشْيِ، أَعْرَجُ، مَشْلُولٌ."
298	مُقْفَلٌ	مقفل	قفل		مفعول	أَقْفَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من أَقْفَلَ). 1. ""بَابٌ مُقْفَلٌ"" : مَسْدُودٌ، مُغْلَقٌ بِقُفْلٍ. ""وَجَدُوا الدَّكَاكِينَ مُقْفَل"
299	مُكْتَسَبٌ	مكتسب	كسب		مفعول	اِكْتَسَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من اِكْتَسَبَ). 1. ""حَقٌّ مُكْتَسَبٌ"" : حَقٌّ تَمَّ تَحْصِيلُهُ عَنْ طَرِيقِ العَمَلِ. ""حُقُوقٌ مُكْتَس"
300	مُكْتَسَحٌ	مكتسح	كسح		مفعول	اِكْتَسَحَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُكْتَسَحٌ-مُكْتَسَحٌ، ةٌ [ك س ح] (مفع. من اِكْتَسَحَ). ""حَقْلٌ مُكْتَسَحٌ بِالْجَرَادِ"" : مُجْتَاحٌ، مُتْلَفٌ."
301	مُكْتَظٌّ	مكتظ	كظظ		مفعول	اِكْتَظَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُكْتَظٌّ-مُكْتَظٌّ، ةٌ [ك ظ ظ] (مفع. من اِكْتَظَّ). ""شَارِعٌ مُكْتَظٌّ بِالسُّكَّانِ"" : مُمْتَلِئٌ."
302	مُكْتَنَفٌ	مكتنف	كنف		مفعول	اِكْتَنَفَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من اِكْتَنَفَ). 1. ""وَلَدٌ مُكْتَنَفٌ بِكُلِّ رِعَايَةٍ"" : مُ"
303	مُؤَكَّدٌ	مؤكد	أكد		مفعول	أَكَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُؤَكَّدٌ-مُؤَكَّدٌ، ةٌ [أ ك د] (مفع. مِنْ أَكَّدَ). ""خَبَرٌ مُؤَكَّدٌ"" : مَوْثُوقٌ بِهِ. ""أَعْطَوْا أَبَاهُمُ الْمَوَاثِيقَ الْمُؤَكَّدَةَ"". (الجاحظ)."
304	مُكْرَهٌ	مكره	كره		مفعول	أَكْرَهَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من أَكْرَهَ). 1. ""تَنَازَلَ عَنْ حَقِّهِ مُكْرَهاً لاَ رَاضِياً. 2. ""مُكْرَهٌ أَخُوكَ لاَ بَطَلٌ""(مثل) : أَيْ مَنْ يُجْبَرُ عَلَى القِيَامِ بِعَمَلٍ ولَيْسَ أَهْلاً لَهُ ولاَ شَجَاعَةَ لَهُ عَلَيْهِ."
305	مَأْكُولٌ	مأكول	أكل		مفعول	أَكَلَ		مذكر			مفرد	+ات;مَآكِيلُ 	مَأْكُولٌ	ة	DnT	Pf			Tn									"(مفع. مِنْ أَكَلَ). ""قَدَّمُوا لِلضُّيُوفِ أَنْوَاعاً مِنَ الْمَأْكُولاَتِ والْمَشْرُوبَاتِ"": مَا يُؤْكَلُ، الْمَآكِلُ."
306	مَآكِيلُ	مآكيل	أكل		مفعول	أَكَلَ					جمع		مَأْكُولٌ														Non	
307	مُلْتَاعٌ	ملتاع	لوع		مفعول	اِلْتَاعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من اِلْتَاعَ). ""قَلْبٌ مُلْتَاعٌ"" : مُحْتَرِقٌ مِنْ شَوْقٍ أَوْ هَمٍّ. ""اِنْدَفَعَتْ فِي بُكَاءٍ حَقِيقِيٍّ، بُكَاءٍ صَادِرٍ عَنِ عَاطِفَةِ الأُمُومَةِ الْمُلْتَاعَةِ""."
308	مُلْتَفٌّ	ملتف	لفف		مفعول	اِلْتَفَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من اِلْتَفَّ). 1.""جَاءتْ مُلْتَفَّةً فِي مُلاَءتِهَا"" : أَيْ مُشْتَمِلَةً، مُغَطَّاةً... ""شَجَرَةٌ عَظِيمَةٌ مُلْتَفَّةٌ بِالوَرَقِ"". 2.""مُلْتَفٌّ حَ"
309	مُلْجَمٌ	ملجم	لجم		مفعول	أَلْجَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُلْجَمٌ-مُلْجَمٌ، ةٌ [ل ج م] (مفع. من أَلْجَمَ). ""جَوَادٌ مُلْجَمٌ"" : أَيْ أُلْبِسَ اللِّجَامَ."
310	مُلْحَقٌ	ملحق	لحق		مفعول	أَلْحَقَ		مذكر			مفرد	+ون;+ات;مَلاَحِقُ 		ة	DnT	Pf	Pm		Tn									"(مفع. من أَلْحَقَ). 1.""مُلْحَقُ الكِتَابِ"" : مَا يُلْحَقُ بِالكِتَابِ إِضَافَةً أَوْ زِيَادَةً بَعْدَ الفَرَاغِ مِنْهُ، مَعْلُومَاتٌ جَدِيدَةٌ. 2.""مُلْحَقُ الْجَرِيدَةِ"" : صَفَحَاتٌ دَاخِلِيَّةٌ مُضَافَةٌ إِلَى الْجَرِيدَةِ. ""الْمُلْحَقُ الثَّقَافِيُّ لِلْجَرِيدَةِ"" : صَفَحَاتٌ زَائِدَةٌ خَاصَّةٌ بِالثَّقَافَةِ تُضَافُ إِلَى الْجَرِيدَةِ. ""الْمَلاَحِقُ الثَّقَافِيَّةُ"". 3.""مُلْحَقٌ فِي السِّفَارَةِ"" : مُوَظَّفٌ سَامٍ فِي سِفَارَةِ بِلاَدِهِ، مُكَلَّفٌ بِمُهِمَّةٍ. ""الْمُلْحَقُ الثَّقَافِيُّ"""
311	مَلَاحِقُ	ملاحق	لحق		مفعول	أَلْحَقَ					جمع		مُلْحَقٌ														Non	
312	مُلْزَمٌ	ملزم	لزم		مفعول	أَلْزَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من أَلْزَمَ). 1.""أَمْرٌ مُلْزَمٌ"" : مَفْرُوضٌ. 2.""وَجَد"
313	مُلْصَقٌ	ملصق	لصق		مفعول	أَلْصَقَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من أَلْصَقَ). ""مُلْصَقُ الحَفْلَةِ"" : وَرَقَةٌ مَطْبُوعَةٌ، تَتَضَمَّنُ فِي أَغْلَبِ الأَحْيَانِ رَسْماً أَوْ تَشْكِيلاً يَحْمِلُ خَبَراً أَوْ إِعْلاَماً بِأَمْرٍ مَّا... ""مُلْصَقُ الْحَفْلَةِ الْمُوسِيقِيَّةِ"" ""مُلْصَقُ الْمُؤْتَمَرِ"" ""مُلْصَقُ الْمَعْرِضِ""."
314	مُلْغَزٌ	ملغز	لغز		مفعول	أَلْغَزَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُلْغَزٌ-مُلْغَزٌ، ةٌ [ل غ ز] (مفع. من أَلْغَزَ). ""كَلاَمٌ مُلْغَزٌ"" : مُلْتَبِسٌ، مُبْهَمٌ."
315	مُلْغَى	ملغى	لغي		مفعول	أَلْغَى		مذكر			مفرد	+ات 			Dy	Pf			Tn									"مُلْغىً-مُلْغىً، ةٌ [ل غ ي] (مفع. من أَلْغَى). 1.""صَوْتٌ مُلْغىً"" : غَيْرٌ مَحْسُوبٍ. 2.""حُكْمٌ مُلْغىً"" : تَمَّ إِبْطَالُهُ، أَيْ مُبْطَلٌ."
316	مُلْغاة	ملغاة	لغي		مفعول	أَلْغَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"مُلْغىً-مُلْغىً، ةٌ [ل غ ي] (مفع. من أَلْغَى). 1.""صَوْتٌ مُلْغىً"" : غَيْرٌ مَحْسُوبٍ. 2.""حُكْمٌ مُلْغىً"" : تَمَّ إِبْطَالُهُ، أَيْ مُبْطَلٌ."
317	مُؤَلَّفٌ	مؤلف	ألف		مفعول	أَلَّفَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِنْ أَلَّفَ). 1.""مُؤَلَّفٌ فِي الأَدَبِ وَاللُّغَةِ"" : كِتَابٌ أُلِّفَ فِي الأَدَبِ وَاللُّغَةِ. ""لَهُ مُؤَلَّفَاتٌ كَثِيرَةٌ"". 2.التوبة آية 60 لِلْفُقَرَاءِ وَالْمَسَاكِينِ وَالعَامِلِينَ عَلَيْهَا وَالْمُؤَلَّفَةِ قُلُوبُهُمْ (قرآن) : أَيِ الَّذِينَ أَسْلَمُوا وَنِيَّتُهُمْ ضَعِيفَةٌ فِيهِ، فَتُسْتَأْلَفُ بِهَا قُلُوبُهُمْ."
318	مَأْلُوفٌ	مألوف	ألف		مفعول	أَلِفَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَأْلُوفٌ-مَأْلُوفٌ، ةٌ [أ ل ف] (مفع. مِنْ أَلِفَ). ""صَوْتٌ مَأْلُوفٌ لَدَيْهِ"" : مُعْتَادٌ لَهُ، مَا يَأْلَفُهُ. ""عَادَةٌ غَيْرُ مَأْلُوفَةٍ""."
319	مُلْقَى	ملقى	لقي		مفعول	أَلْقَى		مذكر			مفرد	+ون			Dy		Pm		Tn									"(مفع. من أَلْقَى). ""مُلْقَىً عَلَى الأَرْضِ"" : مَطْرُوحٌ أَرْضاً، مَرْمِيٌّ."
320	مُلْقاة	ملقاة	لقي		مفعول	أَلْقَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. من أَلْقَى). ""مُلْقَىً عَلَى الأَرْضِ"" : مَطْرُوحٌ أَرْضاً، مَرْمِيٌّ."
321	مُلْهَمٌ	ملهم	لهم		مفعول	أَلْهَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. من أَلْهَمَ). ""شَاعِرٌ مُلْهَمٌ"" : ذُو قُدْرَةٍ مُوَفَّقَةٍ عَلَى اسْتِحْضَارِ أَفْكَارٍ ومَعَانٍ أَثْنَاءَ كِتَابَةِ الشِّعْرِ وهُوَ يَسْتَوْحِيهَا مِنِ إِلْهَامِهِ. ""فَنَّانَةٌ مُلْهَمَةٌ""."
322	مُمْتَحَنٌ	ممتحن	محن		مفعول	اِمْتَحَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من اِمْتَحَنَ). ""أَخَذَ كُلُّ مُمْتَحَنٍ مَكَانَهُ فِي قَاعَةِ الامْتِحَانِ"" : الطَّالِبُ الَّذِي يَتَقَدَّمُ إِلَى الامْتِحَانِ لِيَتِمَّ امْتِحَانُهُ فِي مَا تَعَلَّمَ."
323	مُمْتَلَكٌ	ممتلك	ملك		مفعول	اِمْتَلَكَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من اِمْتَلَكَ). ""لَهُ مُمْتَلَكَاتٌ فِي الْمُدُنِ والقُرَى"" : مَا يُتَمَلَّكُ مِنْ أَرَاضٍ وَعَقَارَاتٍ. ""أَلْحَقَ أَضْرَاراً بِالأَرْوَاحِ والْمُمْتَلَكَاتِ""."
324	مُمْتَهَنٌ	ممتهن	مهن		مفعول	اِمْتَهَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. من اِمْتَهَنَ). 1.""عَمَلٌ مُمْتَهَنٌ"" : مُحْتَقَرٌ، مُبْتَذَلٌ. 2.""رَجُلٌ مُمْتَهَنٌ"": صُيِّرَ خَادِماً."
325	مَأْمُورٌ	مأمور	أمر		مفعول	أمَرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِنْ أمَرَ). ""مَأْمُورٌ بِمَصْلَحَةِ الْمُوَظَّفِينَ"" : رُتْبَةٌ إِدَارِيَّةٌ بِالشَّرْقِ العَرَبِيِّ، أَيِ الْمُوَظَّفُ الَّذِي يَرْأَسُ قِسْماً مِنْ أَقْسَامِ الإِدَارَةِ الْحُكُومِيَّةِ."
326	مُؤَمَّلٌ	مؤمل	أمل		مفعول	أَمَّلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُؤَمَّلٌ-مُؤَمَّلٌ [أ م ل] (مفع. مِنْ أَمَّلَ). ""حُضُورُهُ مُؤَمَّلٌ"" : مُتَوَقَّعٌ، مُنْتَظَرٌ. ""مِنَ الْمُؤَمَّلِ أَنْ يَحْضُرَ الرَّئِيسُ الْحَفْلَ""."
327	مُؤَمَّمٌ	مؤمم	أمم		مفعول	أَمَّمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُؤَمَّمٌ-مُؤَمَّمٌ، ةٌ [أ م م] (مفع. مِنْ أَمَّمَ). ""مُؤَسَّسَاتٌ اقْتِصَادِيَّةٌ مُؤَمَّمَةٌ"" : أَيْ صَارَتْ خَاضِعَةً لِمِلْكِيَّةِ الدَّوْلَةِ."
328	مُؤَمَّنٌ	مؤمن	أمن		مفعول	أَمَّنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُؤَمَّنٌ-مُؤَمَّنٌ، ةٌ [أ م ن] (مفع. مِنْ أَمَّنَ). ""سَيَّارَةٌ مُؤَمَّ"
329	مَأْمُونٌ	مأمون	أمن		مفعول	أَمِنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَمِنَ). 1.""رَجُلٌ مَأْمُونٌ"" : أَمِينٌ. 2.""اِلْتَجَأَ إِلَى مَكَانٍ مَأْمُونٍ"": إِلَى مَكَانٍ لا يَخْشَى فِيهِ على نَفْس"
330	مُنْتَجَعٌ	منتجع	نجع		مفعول	اِنْتَجَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من اِنْتَجَعَ). 1.""مُنْتَجَعُ الْمَاشِيَةِ"" : مَكَانٌ يُقْصَدُ لِطَلَبِ العُشْبِ، الكَلإِ. 2.""مُنْتَجَعٌ صِحِّيٌّ"" : مَكَانٌ يَقْصِدُهُ الْمَرْضَى وهُمْ فِي فَتْرَةِ النَّقَاهَةِ لِلرَّاحَةِ والاسْتِجْمَامِ."
331	مُنْتَحَلٌ	منتحل	نحل		مفعول	اِنْتَحَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُنْتَحَلٌ-مُنْتَحَلٌ [ن ح ل] (مفع. من اِنْتَحَلَ). ""شِعْرٌ مُنْتَحَلٌ"" : شِعْرٌ مَصْنُوعٌ يُنْسَبُ إِلَى غَيْرِ قَائِلِهِ."
